Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	142	143	144	150	153	156	158	Notes
Scotland	1062	12	SC197	WRO	"Kittybrewster – Waterloo Goods (Goods
Line)"	1	62	0	03	8	Y	Y	Y	Y	Y	Y	Y	
Scotland	1062	13	SC199	DFN	Keith Jn – End of Line	53	06	53	36	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1062	14	SC203	RSW	Welsh's Bridge Jn – Rose Street Jn	117	56	118	03	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1062	15	SC203	WCK	"Inverness platforms 5-7 – Rose Street
Jn"	0	02	0	18	"5
R1"	N	Y	Y	R2	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC011 applies until
30/09/2014
R2Prohibited Inverness platforms 6a and 6b"
Scotland	1062	16	SC203	WCK	Rose Street Jn – Invergordon	0	18	31	37	"5
R1"	N	Y	Y	R2	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC011 applies until
30/09/2014
R2Prohibited Dingwall Loading Dock"
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	60	66	67	68	70	73	97/3	Notes
Scotland	1063	1	SC203	WCK	Invergordon – Georgemas Jn	31	37	147	20	5	N	"R1
R2
R3
R5"	"R6
R7
R8
R9
R10
R11"	"R1
R2
R3
R5
R12"	N	Y	"R1
R2
R4
R5"	"R120mph over bridge 292 (115m 09ch)
R220mph over bridge 296 (116m 18ch)
R3Double Heading prohibited
R4Double Heading permitted when hauling
wagons which are loaded to a maximum
of RA5.
R5If a locomotive fails north of Invergordon,
the authority of the Infrastructure
Manager's Structures Engineer must be
obtained before an assisting locomotive
is permitted to proceed towards the failed
train
R6Prohibited between Lairg and Georgemas
Jn
R730mph between Invergordon and bridge
108 (Edderton Burn) (48m 40ch)
R820mph between bridge 108 (Edderton
Burn) (48m 40ch) and bridge 143 (Carron
Viaduct) (58m 58ch)
R930mph between bridge 143 (Carron
Viaduct) (58m 58ch) and bridge 151
(Oykel Viaduct) (61m 27ch)
R10 20mph over bridge 151 (Oykel Viaduct)
(61m 27ch)
R11 30mph between bridge 151 (Oykel
Viaduct) (61m 27ch) and Lairg
R12 30mph at the following locations:
31m 900yds to 31m 1200yds
41m 00yds to 41m 100yds
42m 500yds to 42m 700yds
50m 500yds to 50m 700yds
51m 700yds to 51m 880yds
52m 1320yds to 52m 1600yds
59m 200yds to 59m 320yds
74m 1300yds to 74m 1500yds
75m 880yds to 75m 1000yds
79m 400yds to 79m 500yds
80m 500yds to 80m 700yds
81m 1650yds to 82m 50yds"
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	60	66	67	68	70	73	97/3	Notes
Scotland	1064	1	SC203	WCK	Invergordon – Georgemas Jn	31	37	147	20	5	N	"R1
R2
R3
R5"	"R6
R7
R8
R9
R10
R11"	"R1
R2
R3
R5
R12"	N	Y	"R1
R2
R4
R5"	"R12 82m 100yds to 82m 250yds
83m 1400yds to 83m 1600yds
84m 300yds to 84m 500yds
88m 1320yds to 88m 1600yds
90m 1450yds to 90m 1500yds
91m 500yds to 91m 700yds
92m 500yds to 92m 1100yds
94m 800yds to 95m 00yds
96m 600yds to 96m 900yds
96m 1700yds to 97m 300yds
98m 300yds to 98m 500yds
99m 200yds to 99m 500yds
100m 1200yds to 101m 400yds
102m 100yds to 102m 200yds
104m 1600yds to 105m 00yds
105m 800yds to 105m 1600yds
109m 1000yds to 109m 1320yds
111m 1100yds to 111m 1400yds
115m 100yds to 115m 300yds
115m 900yds to 115m 1100yds
117m 500yds to 117m 700yds
117m 1200yds to 117m 1500yds
118m 400yds to 118m 700yds
119m 100yds to 119m 200yds
119m 1000yds to 119m 1200yds
124m 1000yds to 124m 1200yds
125m 1600yds to 126m 200yds
126m 900yds to 126m 1700yds
127m 500yds to 127m 600yds
128m 400yds to 128m 600yds
140m 1200yds to 140m 1400yds
147m 1320yds to 147m 1700yds"
Scotland	1064	2	SC203	WCK	Georgemas Jn – Wick	147	20	161	35	3	N	R1	N	N	N	N	R1	R1Prohibited between 148m 20ch and Wick
Scotland	1064	3	SC205	KYL	Dingwall – Kyle of Lochalsh	0	19	63	64	5	N	N	N	N	N	N	Y	
Scotland	1064	4	SC207	TSO	Georgemas Jn – Thurso	0	00	6	50	5	N	"R1
R2"	N	N	N	Y	Y	"R120mph over bridge 4, Thurso Viaduct
(03m 56ch)
R2Double Heading is prohibited.
If a locomotive fails, the authority of the
Infrastructure Manager's Structures
Engineer must be obtained before an
assisting locomotive is permitted to
proceed towards the failed train"
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Scotland	1066	1	SC001	WCM1	"Route Boundary (NW4001) (Gretna Jn) –
Lockerbie"	12	30	25	66	10	Y	Y	Y	Y	Y	Y	
Scotland	1066	2	SC001	WCM1	Lockerbie – Law Jn	25	66	84	08	10	Y	Y	Y	Y	Y	Y	
Scotland	1066	3	SC001	WCM2	"Law Jn – Junction with Coatbridge lines
(Lesmahagow Jn)"	84	08	89	51	10	Y	Y	Y	Y	Y	Y	
Scotland	1066	4	SC001	WCM2	"Junction with Coatbridge lines
(Lesmahagow Jn) – Newton East Jn"	89	51	95	14	"8
R1"	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC010 applies until
30/09/2014"
Scotland	1066	5	SC001	WCM2	"Newton East Jn – Newton Hamilton Jn
(SC0023) via South Connecting Line"	95	14	95	47	10	Y	Y	Y	Y	Y	Y	
Scotland	1066	6	SC001	WCM2	"Newton Kirkhill Jn (SC0023) – Newton
West Jn via North Connecting Line"	95	77	96	34	10	Y	Y	Y	Y	Y	Y	
Scotland	1066	7	SC001	WCM2	Newton East Jn – Newton West Jn	95	14	96	34	"8
R1"	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC010 applies until
30/09/2014"
Scotland	1066	8	SC001	WCM2	Newton West Jn Jn – Rutherglen East Jn	96	34	98	32	"8
R1"	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC010 applies until
30/09/2014"
Scotland	1066	9	SC001	WCM2	Rutherglen East Jn – Larkfield Jn	98	32	100	65	10	Y	Y	Y	Y	Y	Y	
Scotland	1066	10	SC001	WCM2	Larkfield Jn – Eglinton St Jn	100	65	101	39	8	Y	Y	Y	Y	Y	Y	
Scotland	1066	11	SC001	WCM2	Eglinton St Jn – Bridge St Jn	101	39	101	53	8	Y	Y	Y	Y	Y	Y	
Scotland	1066	12	SC001	WCM2	Bridge St Jn – Glasgow Central	101	53	102	27	8	Y	Y	Y	Y	Y	Y	
Scotland	1066	13	SC003	ECA1	Carstairs South Jn – Carstairs East Jn	73	17	73	48	10	Y	Y	Y	Y	Y	Y	
Scotland	1066	14	SC003	ECA2	Carstairs East Jn – Slateford Jn	74	10	99	01	"8
R1"	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC007 applies until
30/09/2014"
Scotland	1066	15	SC003	ECA3	Slateford Jn – Haymarket East Jn	99	01	100	41	10	Y	Y	Y	Y	Y	Y	
Scotland	1066	16	SC005	CSP	Carstairs Station Jn – Carstairs East Jn	73	37	74	10	10	Y	Y	Y	Y	Y	Y	
Scotland	1066	17	SC007	EGS2	Midcalder Jn – Holytown Jn	23	11	1	27	"8
R1"	N	N	Y	N	N	N	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC012 applies until
30/09/2014"
Scotland	1066	18	SC009	LNK	Lanark – Lanark Jn	2	45	0	03	5	N	N	N	N	N	N	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Scotland	1067	1	SC011	WWD	Law Jn – Holytown Jn	84	08	89	66	10	Y	Y	Y	Y	Y	Y	
Scotland	1067	2	SC011	EGS2	Holytown Jn – Mossend East Jn	1	27	0	40	10	Y	Y	Y	Y	Y	Y	
Scotland	1067	3	SC011	EGS1	Mossend East Jn – Uddingston Jn	3	63	0	03	10	Y	Y	Y	Y	Y	Y	
Scotland	1067	4	SC013	SHR	Wishaw Central Jn – Shieldmuir Jn	86	63	87	43	10	Y	Y	Y	Y	Y	N	
Scotland	1067	5	SC015	MDN	"Mossend East Jn – Mossend North Jn
(North Curve)"	0	40	0	06	10	Y	Y	Y	Y	Y	Y	
Scotland	1067	6	SC017	MDE	"Mossend East Jn – Mossend South Jn
(East Curve)"	0	31	0	00	10	Y	Y	Y	Y	Y	N	
Scotland	1067	7	SC019	MDW	"Mossend South Jn – Mossend West Jn
(West Curve)"	91	08	91	50	10	Y	Y	Y	Y	Y	Y	
Scotland	1067	8	SC021	COS2	Coltness – Change of ELR	0	09	0	00	10	N	N	Y	N	N	N	
Scotland	1067	9	SC021	COS1	Change of ELR – Garriongill Jn	14	15	15	29	10	N	N	Y	N	N	N	
Scotland	1067	10	SC023	HMN1	Motherwell – Change of ELR	0	08	1	44	7	Y	Y	Y	Y	Y	Y	
Scotland	1067	11	SC023	HMN2	Change of ELR – Newton, Hamilton Jn	6	61	0	00	7	Y	Y	Y	Y	Y	Y	
Scotland	1067	12	SC024	LRK	Larkhall – Haughhead Jn	3	00	0	00	10	N	N	Y	N	N	N	
Scotland	1067	13	SC025	ARG1	"Rutherglen Central Jn – Bridgeton Yard
North End"	0	00	0	43	10	N	N	Y	N	N	N	
Scotland	1067	14	SC025	ARG2	"Bridgeton Yard North End – Exhibition
Centre"	0	86	4	03	10	N	N	Y	N	N	N	
Scotland	1067	15	SC025	ARG2	"Exhibition Centre – Finnieston East Jn
(Down line)"	4	03	4	41	10	N	N	Y	N	N	N	
Scotland	1067	16	SC025	ARG2	"Exhibition Centre – Finnieston West Jn
(Up line)"	4	03	4	74	10	N	N	Y	N	N	N	
Scotland	1067	17	SC027	RNC	"Rutherglen West Jn – Rutherglen North
Jn (West Curve)"	0	00	0	29	10	N	N	Y	N	N	N	
Scotland	1067	18	SC029	CLY	Larkfield Jn – Terminus Jn	101	01	101	62	10	Y	Y	Y	Y	Y	Y	
Scotland	1067	19	SC029	BRD	"Terminus Jn – Shields Jn via Through
Terminus lines"	101	62	102	16	10	Y	Y	Y	Y	Y	Y	
Scotland	1067	20	SC029	CLY	Terminus Jn – Shields Jn	101	62	102	16	10	Y	Y	Y	Y	Y	Y	
Scotland	1067	21	SC031	GSW	"Route Boundary (NW4031) (Gretna Jn)  –
Old Route boundary (109m 00ch between
Eastriggs and Annan)"	115	40	109	00	8	N	N	Y	N	N	N	
Scotland	1067	22	SC031	GSW	"Old Route boundary (109m 00ch between
Eastriggs and Annan) – Change of ELR"	109	0	33	44	10	N	N	Y	N	N	N	
Scotland	1067	23	SC031	GBK	Change of ELR – Muirhouse South Jn	23	44	1	18	10	N	N	Y	N	N	N	
Scotland	1067	24	SC031	MEN2	"Muirhouse South Jn – Muirhouse Central
Jn"	0	00	0	15	10	N	N	Y	N	N	N	
Scotland	1067	25	SC031	MEN1	Muirhouse Central Jn – Eglinton St Jn	0	19	0	70	10	N	N	Y	N	N	N	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Scotland	1068	1	SC031	WCM2	Eglinton St Jn – Bridge St Jn	101	39	101	53	8	Y	Y	Y	Y	Y	Y	
Scotland	1068	2	SC031	WCM2	Bridge St Jn – Glasgow Central	101	53	102	27	8	Y	Y	Y	Y	Y	Y	
Scotland	1068	3	SC035	KSH	"Bank Jn – Network Rail Boundary (Connel
Park LC) / Knockshinnoch"	54	05	55	28	10	N	N	Y	N	N	N	
Scotland	1068	4	SC036	GNN	"Greenburn Jn – Greenburn Open Cast
(Goods Line)"	0	00	0	55	10	N	N	Y	N	N	N	
Scotland	1068	5	SC037	RIC1	Kay Park Jn – Bellfield	0	00	1	06	10	N	N	Y	N	N	N	
Scotland	1068	6	SC037	RIC2	Bellfield – Riccarton (Goods Line)	2	20	1	75	10	N	N	Y	N	N	N	
Scotland	1068	7	SC039	BAK	Kilmarnock – Barassie	0	05	7	56	10	N	N	Y	N	N	N	
Scotland	1068	8	SC045	EKE	East Kilbride – Busby Jn	7	60	0	40	5	N	N	N	N	N	N	
Scotland	1068	9	SC047	LFS2	Muirhouse South Jn – Change of ELR	1	19	0	61	10	N	N	Y	N	N	N	
Scotland	1068	10	SC047	LFS1	Change of ELR – Larkfield Jn	101	17	101	01	10	N	N	Y	N	N	N	
Scotland	1068	11	SC049	TSS	Muirhouse Central Jn – Terminus Jn	0	04	0	40	10	Y	Y	Y	Y	N	Y	
Scotland	1068	12	SC051	CTC	"Muirhouse Central Jn – Cathcart North Jn
(via Cathcart)"	5	19	1	63	3	R1	R1	N	R1	R1	R1	"R1Route prohibited unless authorised by the
Infrastructure Manager's structures
engineer"
Scotland	1068	13	SC051	CTC	"Cathcart North Jn – Muirhouse North Jn
(via Crosshill)"	1	63	0	00	7	Y	Y	Y	Y	Y	Y	
Scotland	1068	14	SC053	NNH	Neilston – Cathcart West Jn	108	45	100	77	5	Y	N	N	N	N	N	
Scotland	1068	15	SC055	WCM2	Newton, Hamilton Jn – Newton Kirkhill Jn	95	53	95	77	10	Y	Y	Y	Y	Y	Y	
Scotland	1068	16	SC055	KHL	Newton Kirkhill Jn – Cathcart West Jn	96	77	100	77	7	Y	Y	Y	Y	Y	Y	
Scotland	1068	17	SC057	CNC	Cathcart East Jn – Cathcart North Jn	0	45	0	00	7	Y	Y	Y	Y	Y	Y	
Scotland	1068	18	SC059	WCM2	Glasgow Central – Bridge St Jn	102	27	101	53	8	Y	Y	Y	Y	Y	Y	
Scotland	1068	19	SC059	AYR1	Bridge St Jn – Cook St	0	00	0	19	8	Y	Y	Y	Y	N	Y	
Scotland	1068	20	SC059	LYE	"Cook St – High St Line (Smithy Lye
through line)"	0	00	0	44	8	Y	Y	Y	Y	N	Y	
Scotland	1068	21	SC059	AYR1	Cook St – Shields Jn	0	19	1	00	8	Y	Y	Y	Y	N	Y	
Scotland	1068	22	SC059	AYR1	"Shields Jn – Change of ELR (Paisley
Gilmour Street)"	1	00	6	53	10	Y	Y	Y	Y	Y	Y	
Scotland	1068	23	SC059	AYR2	"Change of ELR (Paisley Gilmour Street) –
Change of ELR (Brown Street crossover)"	6	73	7	00	10	Y	Y	Y	Y	Y	Y	
Scotland	1068	24	SC059	AYR3	"Change of ELR (Brown Street crossover)
– Change of ELR (Dalry)"	7	00	23	00	10	Y	Y	Y	Y	Y	Y	
Scotland	1068	25	SC059	AYR4	"Change of ELR (Dalry) – Change of ELR
(Barassie Jn)"	23	00	33	08	10	Y	Y	Y	Y	Y	Y	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Scotland	1069	1	SC059	AYR5	"Change of ELR (Barassie Jn) – Change of
ELR (Between Troon and Prestwick
International Airport)"	0	00	2	15	10	Y	Y	Y	Y	Y	Y	
Scotland	1069	2	SC059	AYR6	"Change of ELR (Between Troon and
Prestwick International Airport) – Falkland
Jn"	35	05	38	73	10	Y	Y	Y	Y	Y	Y	
Scotland	1069	3	SC059	AYR6	Falkland Jn – Ayr	38	73	40	49	8	Y	Y	Y	R1	R1	R1	R1Prohibited between Newton Jn and Ayr
Scotland	1069	4	SC059	STR1	Ayr – Dalrymple Jn	40	49	43	53	8	R1	R1	N	N	N	N	"R1Prohibited between between Townhead
Sidings reversing points and Dalrymple Jn"
Scotland	1069	5	SC059	STR1	Dalrymple Jn – Change of ELR (Girvan)	43	53	61	60	5	N	N	N	N	N	N	
Scotland	1069	6	SC059	STR2	"Change of ELR (Girvan) – Change of ELR
(Betweeen Challoch LC and Dunragit SB
& LC)"	0	00	30	67	5	N	N	N	N	N	N	
Scotland	1069	7	SC059	STR3	"Change of ELR (Betweeen Challoch LC
and Dunragit SB & LC) – Change of ELR
(Stranraer Yard GF)"	46	54	53	05	5	N	N	N	N	N	N	
Scotland	1069	8	SC059	STR4	"Change of ELR (Stranraer Yard GF) –
End of Line"	53	05	54	05	5	N	N	N	N	N	N	
Scotland	1069	9	SC061	CNL	Shields Jn – Corkerhill	1	05	3	11	10	N	N	Y	N	N	N	
Scotland	1069	10	SC061	CNL	Corkerhill – Paisley Canal	3	11	7	00	10	N	N	Y	N	N	N	
Scotland	1069	11	SC063	CND1	Cardonald Jn – Cardonald North Jn	0	00	0	36	9	N	N	Y	N	N	N	
Scotland	1069	12	SC063	CND2	"Cardonald North Jn – Deanside (Goods
Line)"	0	36	1	54	9	N	N	Y	N	N	N	
Scotland	1069	13	SC065	GOU1	Paisley (Wallneuk Jn) – Change of ELR	6	34	6	53	7	N	N	Y	N	N	N	
Scotland	1069	14	SC065	GOU2	Change of ELR – Bishopton	107	70	112	60	"7
R1"	N	N	Y	N	N	N	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC006 applies until
30/09/2014"
Scotland	1069	15	SC065	GOU2	Bishopton – Gourock	112	60	126	58	"5
R1"	N	N	N	N	N	N	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC006 applies until
30/09/2014"
Scotland	1069	16	SC067	WYS	Wemyss Bay Jn – Wemyss Bay	0	00	10	03	5	N	N	N	N	N	N	
Scotland	1069	17	SC073	LGS1	Kilwinning Jn – Change of ELR	25	65	30	44	10	N	N	Y	N	N	N	
Scotland	1069	18	SC073	LGS2	Change of ELR – Fairlie High Siding	30	44	38	69	10	N	N	Y	N	N	N	
Scotland	1069	19	SC073	LGS2	Fairlie High Siding – Largs	38	69	42	07	5	N	N	N	N	N	N	
Scotland	1069	20	SC077	ARH	"Ardrossan South Beach – Adrossan
Harbour"	30	44	31	35	10	N	N	Y	N	N	N	
Scotland	1069	21	SC079	HUN	"Hunterston – Hunterston Low Level Sdgs
(Goods Line)"	0	00	0	36	10	N	N	Y	N	N	N	
Scotland	1069	22	SC081	BYL	Byrehill Jn – Dubbs Jn	0	60	0	00	10	N	N	Y	N	N	N	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Scotland	1070	1	SC085	AYH1	Ayr Harbour – Newton Jn (Goods Line)	0	17	0	00	10	N	N	Y	N	N	N	
Scotland	1070	2	SC087	ANN	Newton Jn – Mauchline (Goods Line)	39	42	50	16	10	N	N	Y	N	N	N	
Scotland	1070	3	SC089	KCH1	Annbank – Change of ELR	43	52	48	73	10	N	N	Y	N	N	N	
Scotland	1070	4	SC089	KCH2	"Change of ELR – Killoch Colliery (Goods
Line)"	0	00	3	43	10	N	N	Y	N	N	N	
Scotland	1070	5	SC091	WAT	Dalrymple Jn – Chalmerston (Goods Line)	43	53	52	70	8	N	N	Y	N	N	N	
Scotland	1070	6	SC093	SCM1	Motherwell – Mossend South	89	51	91	08	10	Y	Y	Y	Y	Y	Y	
Scotland	1070	7	SC093	SCM2	Mossend South – Whifflet North Jn	91	08	94	05	10	Y	Y	Y	Y	Y	Y	
Scotland	1070	8	SC093	SCM3	"Whifflet North Jn – Gartsherrie South Jn
(Limit of OLE)"	94	05	95	64	10	Y	Y	Y	Y	Y	Y	
Scotland	1070	9	SC093	SCM3	"Gartsherrie South Jn (Limit of OLE) –
Greenhill Lower Jn"	95	64	106	63	10	Y	Y	Y	Y	N	Y	
Scotland	1070	10	SC097	SYE	"Whifflet South Jn – Sunnyside Jn (Goods
Line)"	9	63	8	43	10	N	N	Y	N	N	Y	
Scotland	1070	11	SC099	RSL2	Whifflet North Jn – Change of ELR	0	00	0	34	10	Y	Y	Y	Y	Y	Y	
Scotland	1070	12	SC099	RSL1	Change of ELR – Langloan Jn	6	59	6	34	10	Y	Y	Y	Y	Y	Y	
Scotland	1070	13	SC099	RCB	Langloan Jn – Rutherglen East Jn	6	34	0	04	10	Y	Y	Y	Y	Y	Y	
Scotland	1070	14	SC101	RCB	Coatbridge Jn – Langloan Jn	7	03	6	34	10	Y	Y	Y	Y	Y	Y	
Scotland	1070	15	SC103	CBD1	Garnqueen North Jn – Gartcosh Jn	1	33	0	00	10	N	N	Y	N	N	N	
Scotland	1070	16	SC103	CBD2	Gartcosh Jn – Change of ELR	97	09	103	41	10	N	N	Y	N	N	N	
Scotland	1070	17	SC103	SGN	Change of ELR – Cowlairs West Jn	0	61	-0	20	10	Y	Y	Y	N	N	Y	
Scotland	1070	18	SC105	GHE	Gartsherrie South Jn – Gartcosh Jn	95	64	97	06	10	R1	R1	Y	R1	N	N	"R1Prohibited between limit of electrification
(96m 09ch) and Gartcosh Jn"
Scotland	1070	19	SC106	PNS	"Sighthill West Jn – Cowlairs South Jn
(Chord Line)"	0	30	0	00	8	Y	Y	Y	Y	N	Y	
Scotland	1070	20	SC107	ECM9	Waverley East End – Edinburgh Waverley	0	21	0	00	10	Y	Y	Y	Y	Y	Y	
Scotland	1070	21	SC107	EGM4	"Edinburgh Waverley – Waverley West
End (South Lines)"	0	00	0	15	10	Y	Y	Y	Y	Y	Y	
Scotland	1070	22	SC107	ECN1	"Edinburgh Waverley – Waverley West
End (North Lines)"	0	00	0	15	10	Y	Y	Y	Y	Y	Y	
Scotland	1070	23	SC107	EGM3	"Waverley West End – Haymarket (South
Lines)"	0	15	1	19	10	Y	Y	Y	Y	Y	Y	
Scotland	1070	24	SC107	ECN2	"Waverley West End – Haymarket (North
Lines)"	0	15	1	19	10	Y	Y	Y	Y	Y	Y	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Scotland	1071	1	SC107	EGM2	"Haymarket – Haymarket East Jn (South
Lines)"	46	02	45	72	10	Y	Y	Y	Y	Y	Y	
Scotland	1071	2	SC107	ECN2	"Haymarket – Haymarket East Jn (North
Lines)"	1	19	1	29	10	Y	Y	Y	Y	Y	Y	
Scotland	1071	3	SC107	EGM2	"Haymarket East Jn – Haymarket Central
Jn (South Lines)"	45	72	45	35	10	Y	Y	Y	Y	Y	Y	
Scotland	1071	4	SC107	ECN2	"Haymarket East Jn – Haymarket Central
Jn (North Lines)"	1	29	1	66	10	Y	Y	R1	Y	Y	Y	"R1Prohibited Haymarket East Jn - Haymarket
Central Jn on the Up North"
Scotland	1071	5	SC107	EGM2	"Haymarket Central Jn – Haymarket West
Jn (South Lines)"	45	35	44	73	10	Y	Y	Y	Y	Y	Y	
Scotland	1071	6	SC107	ECN2	"Haymarket Central Jn – Haymarket West
Jn (North Lines)"	1	66	2	41	10	N	N	Y	N	N	N	
Scotland	1071	7	SC107	EGM1	Haymarket West Jn – Cowlairs West Jn	44	73	1	67	10	Y	Y	Y	Y	N	Y	
Scotland	1071	8	SC107	EGM1	"Cowlairs West Jn – Glasgow Queen
Street"	1	67	0	00	8	Y	Y	Y	Y	N	Y	
Scotland	1071	9	SC109	PMT	Polmont Jn – Grangemouth Jn	21	20	23	75	10	Y	Y	Y	Y	N	Y	
Scotland	1071	10	SC109	PMT	Grangemouth Jn – Carmuirs East Jn	23	75	25	79	10	Y	Y	Y	Y	N	Y	
Scotland	1071	11	SC109	CMS	Carmuirs East Jn – Carmuirs West Jn	0	40	-0	2	10	Y	Y	Y	Y	N	Y	
Scotland	1071	12	SC109	SCM3	Carmuirs West Jn – Greenhill Lower Jn	108	74	106	62	10	Y	Y	Y	Y	N	Y	
Scotland	1071	13	SC109	GHL	Greenhill Lower Jn – Greenhill Upper Jn	0	52	0	00	10	N	N	Y	N	N	N	
Scotland	1071	14	SC110	PMT	Carmuirs East Jn – Larbert Jn	25	79	26	35	10	N	N	Y	N	N	N	
Scotland	1071	15	SC111	NBE	Newbridge Jn – Bathgate	35	21	25	18	10	N	N	Y	N	N	Y	
Scotland	1071	16	SC113	DMY	Winchburgh Jn – Dalmeny Jn	34	54	39	03	"8
R1"	N	N	Y	N	N	N	"R1RA Change
STNC NC/G1/2008/SCOT0337 applies until 29/08/2013"
Scotland	1071	17	SC115	MRL1	Cowlairs West Jn – Maryhill Park Jn	8	26	5	51	10	N	N	Y	N	N	N	
Scotland	1071	18	SC115	MRL2	Maryhill Park Jn – Knightswood North Jn	4	40	5	67	8	N	N	Y	N	N	N	
Scotland	1071	19	SC1150	MLA	Maryhill Park Jn – Anniesland	0	00	0	70	5	N	N	N	N	N	N	
Scotland	1071	20	SC116	CSN	Cowlairs East Jn – Cowlairs North Jn	0	00	0	21	10	N	N	Y	N	N	N	
Scotland	1071	21	SC117	GMH	Grangemouth Jn – Grangemouth	0	00	3	67	10	N	N	Y	N	N	N	
Scotland	1071	22	SC119	GHL	Greenhill Upper Jn – Greenhill Lower Jn	0	00	0	52	10	N	N	Y	N	N	N	
Scotland	1071	23	SC119	SCM3	Greenhill Lower Jn – Carmuirs West Jn	106	62	108	74	10	Y	Y	Y	Y	N	Y	
Scotland	1071	24	SC119	SCM3	Carmuirs West Jn – Stirling Middle Jn	108	76	118	08	10	N	N	Y	N	N	N	
Scotland	1071	25	SC119	SCM3	"Stirling Middle Jn – Change of ELR
(Dunblane)"	118	08	123	40	10	N	N	Y	N	N	N	
Scotland	1071	26	SC119	SCM4	"Change of ELR (Dunblane) – Perth South
Jn"	123	40	150	61	10	N	N	Y	N	N	N	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	86	87	88	90	91	92	Notes
Scotland	1072	1	SC119	SCM5	Perth South Jn – Change of Mileage	150	61	151	03	10	N	N	Y	N	N	N	
Scotland	1072	2	SC119	SCM5	Change of Mileage – Dundee Central Jn	21	01	0	36	10	N	N	Y	N	N	N	
Scotland	1072	3	SC119	ECN2	Dundee Central Jn – Dundee	58	69	59	14	"8
R1"	N	N	Y	N	N	N	"R1RA Change
STNC NC/G1/2008/SCOT0337 applies until 29/08/2013"
Scotland	1072	4	SC123	NBE	Bathgate – Change of ELR	25	18	25	00	10	N	N	Y	N	N	Y	
Scotland	1072	5	SC123	NEM1	Change of ELR – Drumgelloch	25	00	11	70	10	N	N	Y	N	N	R1	"R1Prohibited Underbridge No.37 at 19m72c on
the Down Main"
Scotland	1072	6	SC123	NEM1	Drumgelloch – Change of ELR	11	70	11	60	10	N	N	Y	N	N	Y	
Scotland	1072	7	SC123	NEM2	Change of ELR – High Street Jn	11	60	0	28	10	R1	R1	Y	R1	N	"R2
R3
R4
R5"	"R1Prohibited between Change of ELR and
Bellgrove Jn
R2Easterhouse Down platform
R3Overbridge No.72a at 08m 20ch on the Down
Main
R4Coatdyke Up platform
R5Prohibited Airdrie Down platform 1"
Scotland	1072	8	SC123	NEM2	High Street Jn – Change of ELR	0	28	0	00	5	N	N	N	N	N	N	
Scotland	1072	9	SC123	NEM3	Change of ELR – Finnieston East Jn	0	00	2	19	5	N	N	N	N	N	N	
Scotland	1072	10	SC123	NEM3	"Finnieston East Jn – Finnieston West Jn (Down
Line)"	2	19	2	53	"7
R1"	N	N	Y	N	N	N	"R1RA Change
STNC NC/GI/2010/ICP-RA/SC008 applies until 30/09/2014"
Scotland	1072	11	SC123	NEM3	Finnieston East Jn – Finnieston West Jn (Up Line)	2	19	2	53	"5
R1"	N	N	N	N	N	N	"R1RA Change
STNC NC/GI/2010/ICP-RA/SC008 applies until 30/09/2014"
Scotland	1072	12	SC123	NEM3	Finnieston West Jn – Hyndland North Jn	2	53	4	28	7	N	N	Y	N	N	N	
Scotland	1072	13	SC123	NEM3	Hyndland North Jn – Change of ELR	4	28	4	63	10	N	N	Y	N	N	N	
Scotland	1072	14	SC123	NEM4	Change of ELR – Knightswood North Jn	0	00	0	74	10	N	N	Y	N	N	N	
