Route	page	seq	Line of route	Line of Route/Sector Description	Gauge	Notes							
Kent-Sussex-Wessex	0940	1			W6a	W7	W8	W9	W9Plus	W10	W10A	W12	
Kent-Sussex-Wessex	0940	2	SO110	Victoria (Eastern) – Factory Jn	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	0940	3	SO110	Factory Jn – Brixton Jn	Y *	Y	Y	Y	N	N	N	N	
Kent-Sussex-Wessex	0940	4	SO110	Brixton Jn – Shortlands Jn	S1 *	S2	N	N	N	N	N	N	"S1The following combination is
permitted, up to:
2438 (h) x 2438 (w) box on
FEA wagons
S2The following combination is
permitted, up to:
2438 (h) x 2438 (w) box on
KFA wagons"
Kent-Sussex-Wessex	0940	5	SO110	Shortlands Jn – Swanley Jn	Y	Y	Y	Y	N	N	N	N	
Kent-Sussex-Wessex	0940	6	SO110	"Swanley – Rochester, Fort Pitt Tunnel
western portal via Sole Street"	Y *	Y	S1	N	N	N	N	N	"S1The following combinations are
permitted, up to:
2590 (h) x 2500 (w) box on FEA
FSA/FTA wagons
2667 (h) x 2500 (w) box on FAA
FLA wagons
25 mph   Both lines Br. VIR-97
[17m 67ch]
15 mph   Both lines Br. VIR-106
[21m 21ch]
35 mph   Both lines Br. VIR-127
[27m 30ch]
Prohibited
Rochester Up Chatham Up
Rochester Loop – enter Fort
Pitt Tunnel"
