Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	121	142	143	150	153	155	156	158	159	Notes
Western-and-Wales	0696	1	GW915	GWA	"Gwaun-cae-Gurwen – Former Jn
(Change of ELR)"	16	41	14	60	N	N	N	N	N	N	N	N	N	
Western-and-Wales	0696	2	GW915	GNT	"Former Jn (Change of ELR) –
Pantyffynnon"	14	60	10	04	N	N	N	N	N	N	N	N	N	
Western-and-Wales	0696	3	GW930	CAN	"Carmarthen Jn – End of Line (Beyond
Carmarthen Station)"	245	10	245	65	E	Y	Y	Y	Y	Y	Y	Y	Y	
Western-and-Wales	0696	4	GW940	"CAN/
CNW"	"Up Sidings No.2 GF – Carmarthen
Bridge Jn"	245	43	245	32	E	Y	Y	Y	Y	Y	Y	R1	R1	"R1Prohibited Carmarthen Down side
bay platform (accessible by shunt
movement only)"
Western-and-Wales	0696	5	GW950	PEM	Whitland Jn – Pembroke RA Change	259	01	284	22	E	Y	Y	Y	Y	Y	Y	Y	Y	
Western-and-Wales	0696	6	GW950	PEM	"Pembroke RA Change – Pembroke
Dock"	284	22	286	26	E	Y	Y	Y	Y	Y	Y	Y	Y	
Western-and-Wales	0696	7	GW960	SWM2	Clarbeston Road – Haverfordwest	271	08	276	08	E	Y	Y	Y	Y	Y	Y	Y	Y	
Western-and-Wales	0696	8	GW960	SWM2	"Haverfordwest – Change of ELR (Site
of Former Johnston Jn)"	276	08	280	70	E	Y	Y	Y	Y	Y	Y	Y	Y	
Western-and-Wales	0696	9	GW960	MIL	"Change of ELR (Site of Former
Johnston Jn) – Herbranston Jn"	280	70	283	12	E	Y	Y	Y	Y	Y	Y	Y	Y	
Western-and-Wales	0696	10	GW960	MIL	"Herbranston Jn – End of Line (Beyond
Milford Haven)"	283	12	284	71	E	Y	Y	Y	Y	Y	Y	Y	Y	
Western-and-Wales	0696	11	GW970	GOB	"Gulf Oil Branch Jn – Waterston, Gulf Oil
Refinery"	0	00	2	35	N	N	N	N	N	N	N	N	N	
Western-and-Wales	0696	12	GW980	ERB	Herbrandston Jn – Robeston	0	00	1	18	N	N	N	N	N	N	N	N	N	
