Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	380	390	507	508	Notes
London-North-Western-North	0859	1	NW2027	SCT1/2	"Edge Hill, Bootle Branch Jn – Regent Road L.C.
Network Rail Boundary (MDHC)"	0	14	5	53	N	N	N	N	
London-North-Western-North	0859	2	NW2029	ME3	Olive Mount Jn – Edge Lane Jn	0	10	0	52	N	N	N	N	
London-North-Western-North	0859	3	NW3001	CNH1	"Crewe North Jn – Limit of Electrification (Crewe
Steelworks)"	158	18	159	55	N	H	N	N	
London-North-Western-North	0859	4	NW3001	CNH1	"Limit of Electrification (Crewe Steelworks) –
Chester East Jn"	159	55	178	66	N	H	N	N	
London-North-Western-North	0859	5	NW3001	CNH2	"Chester East Jn – Change of ELR (Windmill Lane
Tunnel)"	178	66	179	56	N	"H
R1
R2"	R3	R3	"1Prohibited Down Through and Down & Up
Goods line Chester East Jn - Chester West Jn
2Prohibited Chester platforms 1, 2, 5 and 6
3Chester platform 7 to Chester West Jn via
electrified lines only"
London-North-Western-North	0859	6	NW3001	CNH3	"Change of ELR (Windmill Lane Tunnel) – Route
Boundary LNW / Wales"	179	56	188	40	N	H	N	N	
London-North-Western-North	0859	7	NW3001	CNH3	Route Boundary LNW / Wales - Holyhead	188	40	263	56	N	"H
R1
R2
R3"	N	N	"1Prohibited Down Goods Loop (Holywell Jn)
2Prohibited Llandudno Jn bay platform 2
3Prohibited Holyhead platform 3"
London-North-Western-North	0859	8	NW3003	CHW1	Chester East Jn – Acton Grange Jn	0	24	16	19	N	N	N	N	
London-North-Western-North	0859	9	NW3005	WSJ2	"Route Boundary (GW731) (Crewe Jn) – Route
Boundary Wales / LNW including ‘Up & Down’ loop
Wrexham General ELR WDB1"	199	00	202	60	N	N	N	N	
London-North-Western-North	0859	10	NW3005	WSJ2	Route Boundary Wales / LNW  - Saltney Jn	202	60	212	06	N	N	N	N	
London-North-Western-North	0859	11	NW3007	WDB1	Wrexham Central – Wrexham Exchange Jn	0	16	0	68	N	N	N	N	
London-North-Western-North	0859	12	NW3007	WDB1	"Wrexham Exchange Jn – Change of RA at 13m
20ch (South end of Hawarden Bridge)"	0	68	13	20	N	N	N	N	
London-North-Western-North	0859	13	NW3007	WDB1	"Change of RA at 13m 20ch (South end of
Hawarden Bridge) – Change of ELR"	13	20	13	33	N	N	N	N	
London-North-Western-North	0859	14	NW3007	"WDB2
/3"	Change of ELR - Route Boundary Wales / LNW	14	15	11	00	N	N	N	N	
London-North-Western-North	0859	15	NW3007	WDB3	Route Boundary Wales / LNW  Bidston Dee Jn	11	00	0	08	N	N	N	N	
London-North-Western-North	0859	16	NW3009	CVS	Chester North Jn – Chester South Jn	0	36	0	13	N	N	N	N	
London-North-Western-North	0859	17	NW3011	CRR1	Chester West Jn – Hooton South Jn	0	16	7	68	N	N	Y	Y	
London-North-Western-North	0859	18	NW3013	HHJ	"Hooton South. Jn – Ellesmere Port (Limit of DC
Electrification)"	0	02	3	44	N	N	Y	Y	
