Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	314	318	320	322	325	334	350	380	390	Notes
Scotland	0985	1	SC003	ECA1	Carstairs South Jn – Carstairs East Jn	73	17	73	48	Y	Y	Y	Y	Y	Y	Y	N	Y	
Scotland	0985	2	SC003	ECA2	Carstairs East Jn – Slateford Jn	74	10	99	01	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	0985	3	SC003	ECA3	Slateford Jn – Haymarket East Jn	99	01	100	41	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	0985	4	SC005	CSP	Carstairs Station Jn – Carstairs East Jn	73	37	74	10	Y	Y	R1	Y	Y	Y	Y	Y	Y	R1Prohibited Class 320/4
Scotland	0985	5	SC007	EGS2	Midcalder Jn – Holytown Jn	23	11	1	27	N	N	N	N	H	N	N	N	N	
Scotland	0985	6	SC009	LNK	Lanark – Lanark Jn	2	45	0	03	Y	Y	Y	Y	H	Y	N	Y	N	
Scotland	0985	7	SC011	WWD	Law Jn – Holytown Jn	84	08	89	66	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	0985	8	SC011	EGS2	Holytown Jn – Mossend East Jn	1	27	0	40	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	0985	9	SC011	EGS1	Mossend East Jn – Uddingston Jn	3	63	0	03	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	0985	10	SC013	SHR	Wishaw Central Jn – Shieldmuir Jn	86	63	87	43	Y	Y	R1	Y	Y	Y	Y	Y	Y	R1Prohibited Class 320/4
Scotland	0985	11	SC015	MDN	"Mossend East Jn – Mossend North Jn
(North Curve)"	0	40	0	06	Y	Y	Y	Y	Y	Y	Y	E	N	
Scotland	0985	12	SC017	MDE	"Mossend East Jn – Mossend South Jn
(East Curve)"	0	31	0	00	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	0985	13	SC019	MDW	"Mossend South Jn – Mossend West Jn
(West Curve)"	91	08	91	50	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	0985	14	SC021	COS2	Coltness – Change of ELR	0	09	0	00	N	N	N	N	N	N	N	N	N	
Scotland	0985	15	SC021	COS1	Change of ELR – Garriongill Jn	14	15	15	29	N	N	N	N	N	N	N	N	N	
Scotland	0985	16	SC023	HMN1	Motherwell – Change of ELR	0	08	1	44	Y	Y	Y	Y	H	Y	N	Y	Y	
Scotland	0985	17	SC023	HMN2	Change of ELR – Newton, Hamilton Jn	6	61	0	00	Y	Y	Y	Y	H	Y	N	Y	Y	
Scotland	0985	18	SC024	LRK	Larkhall – Haughhead Jn	3	00	0	00	Y	Y	R1	N	H	Y	N	N	N	R1Class 320/4 only
Scotland	0985	19	SC025	ARG1	"Rutherglen Central Jn – Bridgeton Yard
North End"	0	00	0	43	Y	Y	Y	Y	H	Y	N	E	N	
Scotland	0985	20	SC025	ARG2	"Bridgeton Yard North End – Exhibition
Centre"	0	86	4	03	Y	Y	Y	Y	H	Y	N	E	N	
Scotland	0985	21	SC025	ARG2	"Exhibition Centre – Finnieston East Jn
(Down line)"	4	03	4	41	Y	Y	Y	Y	H	Y	N	E	N	
Scotland	0985	22	SC025	ARG2	"Exhibition Centre – Finnieston West Jn
(Up line)"	4	03	4	74	Y	Y	Y	Y	H	Y	N	E	N	
Scotland	0985	23	SC027	RNC	"Rutherglen West Jn – Rutherglen North
Jn (West Curve)"	0	00	0	29	Y	Y	Y	E	H	Y	N	E	N	
