Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	142	143	144	150	153	156	158	Notes
Scotland	0968	1	SC203	WCK	Georgemas Jn – Wick	147	20	161	35	N	N	N	Y	Y	Y	Y	
Scotland	0968	2	SC205	KYL	Dingwall – Kyle of Lochalsh	0	19	63	64	N	N	N	Y	Y	Y	"R1
R2
R3"	"R125mph Lochluichart platform
R215mph Stromeferry platform
R325mph Duncraig platform"
Scotland	0968	3	SC207	TSO	Georgemas Jn – Thurso	0	00	6	50	N	N	N	Y	Y	Y	Y	
