Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	313	319	325	373	375	376	377	378	380	387	Notes
Kent-Sussex-Wessex	0851	1	SO300	BEX	Lewisham Jn – Blackheath Jn	5	74	7	14	N	"E
R1
R2
R3"	"H
R1
R2
R3"	N	Y	Y	R4	N	N	N	"R145mph maximum speed
R210mph Lewisham platform 4 (Down
North Kent)
R310mph Blackheath platform 2
R4Class 377/1 and 377/5 only"
Kent-Sussex-Wessex	0851	2	SO300	BTC	Blackheath Jn – Charlton Jn	7	14	8	67	N	N	N	N	Y	Y	"R1
R2"	N	N	N	"R1Class 377/1 and 377/5 only
R2Prohibited Blackheath Tunnel Up line"
Kent-Sussex-Wessex	0851	3	SO300	BEX	Blackheath Jn – Perry Street Fork Jn	7	14	15	07	N	"E
R1
R2
R3
R4
R5
R6"	"H
R1
R2
R3
R4
R5
R6"	N	Y	Y	R7	N	N	N	"R145mph maximum speed
R210mph Kidbrooke platforms 1 and 2
R310mph through Eltham Park (Closed)
R410mph Welling platform 1
R510mph Bexleyheath platform 2
R610mph Barnehurst platform 1
R7Class 377/1 and 377/5 only"
Kent-Sussex-Wessex	0851	4	SO300	PSF	Perry Street Fork Jn – Slade Green Jn	15	07	15	31	N	N	N	N	Y	Y	R1	N	N	N	R1Class 377/1 and 377/5 only
Kent-Sussex-Wessex	0851	5	SO300	BEX	"Perry Street Fork Jn – Crayford Creek
Jn"	15	07	15	66	N	E	H	N	Y	Y	R1	N	N	N	R1Class 377/1 and 377/5 only
Kent-Sussex-Wessex	0851	6	SO310	HDR	"Hither Green Jn (SO290) – Lee Loop
Jn"	7	16	7	29	N	E	H	N	Y	Y	R1	N	N	N	R1Class 377/1 and 377/5 only
Kent-Sussex-Wessex	0851	7	SO310	LEE	Lee Loop Jn – Lee Spur Jn	0	00	0	29	N	E	H	N	Y	Y	R1	N	N	N	R1Class 377/1 and 377/5 only
Kent-Sussex-Wessex	0851	8	SO310	HDR	Lee Loop Jn – Lee	7	29	7	66	N	E	H	N	Y	Y	R1	N	N	N	R1Class 377/1 and 377/5 only
Kent-Sussex-Wessex	0851	9	SO310	HDR	Lee – Crayford Spur ‘B’ Jcn	7	66	16	11	N	E	H	N	Y	Y	R1	N	N	N	R1Class 377/1 and 377/5 only
Kent-Sussex-Wessex	0851	10	SO310	CRA	"Crayford Spur ‘B’ Jn – Crayford Spur
‘A’ Jn"	16	11	16	43	N	E	H	N	Y	Y	R1	N	N	N	R1Class 377/1 and 377/5 only
Kent-Sussex-Wessex	0851	11	SO310	HDR	Crayford Spur ‘B’ Jcn – Dartford Jn	16	11	16	75	N	N	N	N	Y	Y	R1	N	N	N	R1Class 377/1 and 377/5 only
Kent-Sussex-Wessex	0851	12	SO310	HDR	Dartford Jn – Hoo Jn	16	75	27	19	N	N	N	N	Y	Y	R1	N	N	N	R1Class 377/1 and 377/5 only
Kent-Sussex-Wessex	0851	13	SO310	HDR	Hoo Jn – Strood Jn	27	19	31	16	N	N	N	N	Y	Y	R1	N	N	N	R1Class 377/1 and 377/5 only
Kent-Sussex-Wessex	0851	14	SO310	HDR	Strood Jn – Rochester Bridge Jn	31	16	31	34	N	N	N	N	Y	Y	R1	N	N	N	R1Class 377/1 and 377/5 only
Kent-Sussex-Wessex	0851	15	SO310	PWS2	"Strood Jn – Maidstone West Change
of Mileage"	31	16	42	41	N	N	N	N	Y	Y	R1	N	N	N	R1Class 377/1 and 377/5 only
Kent-Sussex-Wessex	0851	16	SO320	HTG	"Hoo Jn – Grain LC and Sidings
beyond"	27	19	38	22	N	N	N	N	N	N	N	N	N	N	
