Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	121	142	143	150	153	155	156	158	159	Notes
Western-and-Wales	0691	1	GW628	FRY	"Turnchapel Branch Jn – Plymouth
Friary"	245	17	245	40	N	N	N	Y	N	N	N	N	N	
Western-and-Wales	0691	2	GW637	DAC	"St Budeaux Jn – Buffer Stops (Beyond
Bere Alston)"	227	22	219	75	E	N	N	Y	Y	N	N	R1	R1	"R1Prohibited between St Budeaux
Victoria Road Station and Buffer
Stops (Beyond Bere Alston)"
Western-and-Wales	0691	3	GW637	CAL	Bere Alston Jn – Gunnislake	0	02	4	40	E	N	N	Y	R1	N	N	N	N	"R1Prohibited from working in multiple.
In the event of failure it shall be
repaired in situ. If unable to repair
assistance shall only be provided by
a Class 150 under the supervision of
the Railway Undertaking"
Western-and-Wales	0691	4	GW640	LIL	Liskeard – Coombe Jn	8	67	6	75	E	N	N	Y	R1	N	N	N	N	"R1Prohibited from working in multiple.
In the event of failure it shall be
repaired in situ. If unable to repair
assistance shall only be provided by
a Class 150 under the supervision of
the Railway Undertaking"
Western-and-Wales	0691	5	GW640	LOO	Coombe Jn – Looe	6	52	0	19	E	N	N	Y	R1	N	N	N	N	"R1Prohibited from working in multiple.
In the event of failure it shall be
repaired in situ. If unable to repair
assistance shall only be provided by
a Class 150 under the supervision of
the Railway Undertaking"
Western-and-Wales	0691	6	GW640	LOO	Coombe Jn – Coombe No.2 GF	6	52	6	66	E	N	N	Y	R1	N	N	N	N	"R1Prohibited from working in multiple.
In the event of failure it shall be
repaired in situ. If unable to repair
assistance shall only be provided by
a Class 150 under the supervision of
the Railway Undertaking"
Western-and-Wales	0691	7	GW642	LOO	"Coombe No.2 GF – Network Rail
Boundary (Moorswater)"	6	66	7	20	N	N	N	N	N	N	N	N	N	
Western-and-Wales	0691	8	GW650	LOF	"Lostwithiel – Network Rail Boundary
(Carne Point)"	277	54	281	59	N	N	N	N	N	N	N	N	N	
Western-and-Wales	0691	9	GW660	PAR	Par Loop Jn – St Blazey Jn	281	57	282	16	E	N	N	Y	Y	N	N	Y	Y	
Western-and-Wales	0691	10	GW660	NEW	St Blazey Jn – Newquay	282	16	302	49	E	N	N	Y	Y	N	N	N	N	
Western-and-Wales	0691	11	GW672	SDS	Burngullow Jn – Drinnick Mill	288	26	291	31	N	N	N	N	N	N	N	N	N	
Western-and-Wales	0691	12	GW672	SDS	Drinnick Mill – Parkandillack	291	31	293	52	N	N	N	N	N	N	N	N	N	
Western-and-Wales	0691	13	GW680	"FAL1-
3"	Penwithers Jn – Falmouth	301	25	312	46	E	N	N	Y	Y	N	N	Y	Y	
