Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	MK1	MK2	MK3	MK3 (MOD)	MK3 DVT	MK3 DVT MOD)	MK4	Notes
London-North-Western-North	0883	1	NW9005	CNB1	"Chinley South Jn – Change of Mileage
(Site of Former Peak Forest Jn)"	167	56	161	05	N	N	N	N	N	N	N	
London-North-Western-North	0883	2	NW9005	CNB2	"Change of Mileage (Site of Former
Peak Forest Jn) – Change of Mileage
(Site of Former Buxton Jn)"	0	00	0	28	N	N	N	N	N	N	N	
London-North-Western-North	0883	3	NW9005	CNB3	"Change of Mileage (Site of Former
Buxton Jn) – Buxton SB"	161	15	164	52	N	N	N	N	N	N	N	
London-North-Western-North	0883	4	NW9005	CNB4	Buxton SB – Buxton Sidings	164	52	164	73	N	N	N	N	N	N	N	
London-North-Western-North	0883	5	NW9007	TTA1	New Mills South Jn – Marple Wharf Jn	172	17	177	23	Y	Y	Y	N	N	N	Y	
London-North-Western-North	0883	6	NW9007	TTA1	Marple Wharf Jn – Romiley Jn	177	23	178	33	Y	Y	Y	N	N	N	Y	
London-North-Western-North	0883	7	NW9007	TTA1	"Romiley Jn – Brinnington (Change of
Mileage)"	178	33	181	00	Y	Y	Y	N	N	N	Y	
London-North-Western-North	0883	8	NW9007	TTA2	"Brinnington (Change of Mileage) –
Ashburys East Jn"	42	77	46	24	Y	Y	Y	N	N	N	Y	
London-North-Western-North	0883	9	NW9009	MRH	"Marple Wharf Jn – Rose Hill Buffer
Stop"	11	02	9	78	Y	Y	N	N	N	N	N	
London-North-Western-North	0883	10	NW9011	RYH1	Romiley Jn – Woodley Jn	178	33	179	44	Y	Y	Y	N	N	N	Y	
London-North-Western-North	0883	11	NW9011	RYH2	Woodley Jn – Hyde Jn	8	74	6	16	Y	Y	Y	N	N	N	Y	
London-North-Western-North	0883	12	NW9013	WJP1	Woodley Jn – Bredbury Sidings	40	53	39	58	N	N	N	N	N	N	N	
London-North-Western-North	0883	13	NW9017	"NMC1/
2"	"Hazel Grove High Level Jn – Cheadle
Jn"	177	40	181	71	Y	Y	N	N	N	N	N	
London-North-Western-North	0883	14	NW9017	WJP1	Cheadle Jn – Northenden Jn	35	64	33	52	Y	Y	N	N	N	N	N	
London-North-Western-North	0883	15	NW9019	BUX	Buxton – Brigg’s Sidings	0	00	4	70	N	N	N	N	N	N	N	
London-North-Western-North	0883	16	NW9021	BEJ	Buxton – Hazel Grove East Jn	19	09	2	35	Y	Y	N	N	N	N	N	
London-North-Western-North	0883	17	NW9901	SKW1	"Route Boundary (LN922) (Gargrave) –
Settle Jn"	230	00	234	44	Y	Y	Y	N	R1	N	Y	"R1Prohibited between Route Boundary
(LN922) (Gargrave) and Hellifield"
London-North-Western-North	0883	18	NW9901	SAC	Settle Jn – Petteril Bridge Jn	234	44	307	12	Y	Y	Y	N	Y	N	Y	
London-North-Western-North	0883	19	NW9901	NEC2	Petteril Bridge Jn – London Road Jn	59	26	59	45	Y	Y	Y	N	Y	N	Y	
London-North-Western-North	0883	20	NW9901	NEC2	London Road Jn – Carlisle South Jn	59	45	60	02	Y	Y	Y	N	Y	N	Y	
London-North-Western-North	0883	21	NW9903	SKW1	"Settle Jn – Change of Mileage
(Wennington)"	234	44	249	44	Y	Y	Y	N	N	N	Y	
