Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	Loco Gauge	Notes
Kent-Sussex-Wessex	1061	1	SW185	MPC	Motspur Park – Chessington South	9	57	13	73	8	Y	
Kent-Sussex-Wessex	1061	2	SW190	NMS1	New Malden – Fulwell Jn	9	62	14	53	8	Y	
Kent-Sussex-Wessex	1061	3	SW190	NMS2	Fulwell Jn – Shepperton	12	56	18	73	8	Y	
Kent-Sussex-Wessex	1061	4	SW195	HAM	"Hampton Court Jn – Hampton Court
Up Line"	13	27	14	76	4	Y	
Kent-Sussex-Wessex	1061	5	SW195	HAM	"Hampton Court Jn – Hampton Court
Down Line"	13	27	14	76	8	Y	
Kent-Sussex-Wessex	1061	6	SW200	NGL	Hampton Court Jn – Effingham Jn	13	27	21	04	8	Y	
Kent-Sussex-Wessex	1061	7	SW200	NGL	Effingham Jn – Guildford	21	04	29	70	8	R1	R1Prohibited between London Road and Guildford on the Up line
Kent-Sussex-Wessex	1061	8	SW205	LEJ	Leatherhead – Effingham Jn	18	02	22	15	8	Y	
Kent-Sussex-Wessex	1061	9	SW210	RDG1	Clapham Jn  – Point Pleasant Jn	3	74	5	09	8	R1	R1Prohibited Wandsworth Town platform 2 (Down Windsor Fast line)
Kent-Sussex-Wessex	1061	10	SW210	RDG1	Point Pleasant Jn – Richmond	5	09	9	57	8	Y	
Kent-Sussex-Wessex	1061	11	SW210	RDG1	Richmond – Virginia Water	9	57	23	15	8	Y	
Kent-Sussex-Wessex	1061	12	SW210	RDG1	Virginia Water – Wokingham Jn	23	15	36	35	8	R1	R1Prohibited Ascot platform 2 (Down line)
Kent-Sussex-Wessex	1061	13	SW210	RDG2	Wokingham Jn – Reading Spur Jn	61	72	67	76	8	Y	
Kent-Sussex-Wessex	1061	14	SW210	RNJ	"Reading Spur Jn – Route Boundary
(GW190) (Reading New Jn)"	68	00	67	76	8	Y	
Kent-Sussex-Wessex	1061	15	SW210	RDG2	"Reading Spur Jn – Reading Southern
Jn"	67	76	68	25	8	Y	
Kent-Sussex-Wessex	1061	16	SW210	RLL	"Route Boundary Western (Reading
East Main Jn) – Reading Southern Jn"	35	35	0	00	8	Y	
Kent-Sussex-Wessex	1061	17	SW210	RDG2	"Reading Southern Jn – Reading
platforms 4A and 4B"	68	25	68	68	8	Y	
Kent-Sussex-Wessex	1061	18	SW220	CKL	"Latchmere Jn No.3 – Latchmere Jn
No.1 [Duplicated in SO250]"	2	39	2	50	8	Y	
Kent-Sussex-Wessex	1061	19	SW220	WLL	"Latchmere Jn No.1 – Latchmere Jn
No.2 [Duplicated in SO250]"	0	63	0	68	8	Y	
Kent-Sussex-Wessex	1061	20	SW220	WLL	"Latchmere Jn No.2 – Kensington
Olympia [Duplicated in SO250]"	0	71	3	42	8	Y	
Kent-Sussex-Wessex	1061	21	SW225	PPW	"Point Pleasant Jn – Network Rail
Boundary (TfL – District Line)"	5	09	5	67	6	Y	
Kent-Sussex-Wessex	1061	22	SW225	PPW	"Network Rail Boundary (TfL – District
Line)  – Wimbledon North Jn (TfL
infrastructure)"	5	67	8	26	6	Y	
