Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	165	168	170	175	180	185	220	221	222	Notes
London-North-Western-North	0838	1	NW6009	WBS1	Windsor Bridge North Jn – Crow Nest Jn	1	66	14	64	N	N	N	Y	Y	"R1
R2
R3"	Y	Y	N	"R115mph Swinton Up platform
R215mph Moorside Down platform
R315mph Walkden Up platform"
London-North-Western-North	0838	2	NW6009	WBS2	Crow Nest Jn – Wigan Station Jn	14	64	17	44	N	N	N	Y	Y	Y	Y	Y	N	
London-North-Western-North	0838	3	NW6009	WBS2	Wigan Station Jn – Wigan Wallgate Jn	17	44	18	04	N	N	N	N	N	N	N	N	N	
London-North-Western-North	0838	4	NW6009	WBS3	Wigan Wallgate Jn – Southport	18	04	35	27	N	N	N	N	N	N	N	N	N	
London-North-Western-North	0838	5	NW6011	BBB	Bolton East Jn – Blackburn Bolton Jn	10	31	24	08	N	N	N	N	N	"R1
R2
R3
R4"	Y	Y	N	"R115mph Hall I’th’Wood Down platform
R230mph Bromley Cross Up platform
R330mph Darwen Down platform
R415mph BBB1/65 Bolton Road underbridge
23m46ch single"
London-North-Western-North	0838	6	NW6013	LCN	Lostock Jn – Crow Nest Jn	13	39	17	18	N	N	N	Y	Y	Y	Y	Y	N	
London-North-Western-North	0838	7	NW6015	WKL1	"Wigan Wallgate Jn – Change of Mileage
(Pemberton)"	18	04	19	48	N	N	N	N	N	N	N	N	N	
London-North-Western-North	0838	8	NW6015	WKL2	Change of Mileage (Pemberton) – Kirkby	19	09	29	40	N	N	N	N	N	N	N	N	N	
London-North-Western-North	0838	9	NW7001	MVM	"Manchester Victoria East Jn (Man Vic West
Jn – East Jn on NW6005) – Miles Platting
Jn"	0	09	1	30	N	N	Y	Y	E	Y	Y	Y	N	
London-North-Western-North	0838	10	NW7001	MPR1	Miles Platting Jn – Brewery Jn	1	30	1	52	N	N	N	Y	E	Y	Y	Y	N	
London-North-Western-North	0838	11	NW7001	MPR1	Brewery Jn –Thorpes Bridge Jn	1	52	2	17	N	N	N	Y	E	Y	Y	Y	N	
London-North-Western-North	0838	12	NW7001	MVN2	Thorpes Bridge Jn – Castleton South Jn	2	17	8	21	N	N	N	"E
R1"	"E
R1"	Y	Y	Y	N	"R1Prohibited between Newton Heath TMD and
Castleton South Jn"
London-North-Western-North	0838	13	NW7001	MVN2	Castleton South Jn – Castleton East Jn	8	21	8	52	N	N	N	N	N	Y	Y	Y	N	
London-North-Western-North	0838	14	NW7001	MVN2	Castleton East Jn – Hall Royd Jn	8	52	19	61	N	N	N	N	N	Y	Y	Y	N	
London-North-Western-North	0838	15	NW7001	MVN2	"Hall Royd Jn – Route Boundary (LN854)
(Turners Lane Jn)"	19	61	22	62	N	N	N	N	N	Y	Y	Y	N	
London-North-Western-North	0838	16	NW7005	CEH	Castleton East Jn –  Castleton North Jn	0	00	0	37	N	N	N	N	N	N	N	N	N	
London-North-Western-North	0838	17	NW7005	CPI1	Castleton South Jn – Castleton North Jn	8	21	8	50	N	N	N	N	N	N	N	N	N	
London-North-Western-North	0838	18	NW7005	CPI2	"Castleton North Jn – Network Rail / East
Lancashire Railway Boundary (Hopwood)"	8	50	9	04	N	N	N	N	N	N	N	N	N	
London-North-Western-North	0838	19	NW7006	SFO	Todmorden Viaduct Jn – Stansfield Hall Jn	0	0	0	18	N	N	N	N	N	E	Y	Y	N	
London-North-Western-North	0838	20	NW7007	FCO	Farington Curve Jn – Ormskirk	25	64	12	15	N	N	N	N	N	N	N	N	N	
London-North-Western-North	0838	21	NW7009	FHR1	Farington Curve Jn - Lostock Hall Depot	0	00	0	75	N	N	N	N	N	Y	Y	Y	N	
London-North-Western-North	0838	22	NW7009	FHR2	Lostock Hall Depot – Lostock Hall Jn	0	75	1	42	N	N	N	N	N	Y	Y	Y	N	
London-North-Western-North	0838	23	NW7009	FHR3	"Lostock Hall Jn – Change of ELR (Site of
Former Bamber Bridge Jn)"	1	42	2	10	N	N	N	N	N	Y	Y	Y	N	
London-North-Western-North	0838	24	NW7009	FHR4	"Change of ELR (Site of Former Bamber
Bridge Jn) – Blackburn Bolton Jn"	2	10	10	11	N	N	N	N	N	Y	Y	Y	N	
London-North-Western-North	0838	25	NW7009	FHR4	Blackburn Bolton Jn – Blackburn	10	11	10	42	N	N	N	N	N	R1	Y	Y	N	R1Prohibited Blackburn platform 3
London-North-Western-North	0838	26	NW7009	FHR5	Blackburn – Daisyfield Jn	10	42	11	09	N	N	N	N	N	Y	Y	Y	N	
