Route	page	seq	Line of route	Line of Route/Sector Description	Gauge	Notes							
Kent-Sussex-Wessex	1050	1			W6a	W7	W8	W9	W9Plus	W10	W10A	W12	
Kent-Sussex-Wessex	1050	2	SW135	Eastleigh – Fareham	Y *	Y	S1	N	N	N	N	N	"S1The following combinations are
permitted, up to:
2896 (h) x 2500 (w) box on FAA wagons
2675 (h) x 2550 (w) box on FKA  IKA
wagons
2595 (h) x 2550 (w) box on IFA  FIA
wagons"
Kent-Sussex-Wessex	1050	3	SW140	St Denys – Fareham East Jn	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1050	4	SW140	Fareham East Jn – Portcreek Jn	Y	Y	S1	N	N	N	N	N	"S1The following combinations are
permitted, up to:
2896 (h) x 2500 (w) box on FAA wagons
2675 (h) x 2550 (w) box on FKA  IKA
wagons
2595 (h) x 2550 (w) box on IFA  FIA
wagons
40 mph, Up Line Br. SDP2-16/5 [85m
60ch]"
Kent-Sussex-Wessex	1050	5	SW140	Farlington Jn – Cosham Jn	Y	Y	N	N	N	N	N	N	
Kent-Sussex-Wessex	1050	6	SW145	Northam Jn – Canute Road	Y	Y	Y	N	N	N	N	N	
Kent-Sussex-Wessex	1050	7	SW150	Redbridge – Salisbury Tunnel Jn	Y *	Y	Y	"R1
R2
R3
R4"	"R1
R2
R3
R4"	"R1
R2
R3
R4"	"R1
R2
R3
R4"	"R1
R2
R3
R4"	"R1PROHIBITED Laverstock South Jn to
Salisbury Tunnel Jn
R220mph through Dean platform 1 (Up
Salisbury) 20mph through Dean platform
2 (Down Salisbury)
R320mph over Underbridge 20 (River Test)
at 81m18c between Mottisfont &
Dunbridge and Romsey on the Up
Salisbury
R420mph over Underbridge 20 (River Test)
at 81m18c between Mottisfont &
Dunbridge and Romsey on the Down
Salisbury"
Kent-Sussex-Wessex	1050	8	SW150	Laverstock Loop (SW115)	Y	Y	Y	Y	Y	Y	Y	Y	
Kent-Sussex-Wessex	1050	9	SW155	Totton – Marchwood (Goods Line)	Y	S1	S1	N	N	N	N	N	"S1The following combinations are
permitted, up to:
2590 (h) x 2500 (w) box on FCA FIA
FKA  IFA IKA  KFA wagons
2896 (h) x 2500 (w) box on FAA
wagons"
