Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	170	172	180	185	220	221	222	Notes
London-North-Eastern	1009	1	LN854	MVN2	"Route Boundary (NW7001) (Hall Royd
Jn) – Turners Lane Jn"	22	62	48	33	R1	N	R2	Y	Y	Y	R3	"R1Prohibited between Route Boundary (NW7001) (Hall
Royd Jn) and Heaton Lodge East Jn
R2Prohibited between Route Boundary (NW7001) (Hall
Royd Jn) and Hebden Bridge
R3Prohibited between Route Boundary (NW7001) (Hall
Royd Jn) and Horbury"
London-North-Eastern	1009	2	LN854	MVN2	"Turners Lane Jn – Site of Former Goose
Hill Jn"	48	33	50	31	Y	N	Y	Y	Y	Y	Y	
London-North-Eastern	1009	3	LN854	TJC3	Site of Former Goose Hill Jn – Altofts Jn	184	56	186	00	Y	N	Y	Y	Y	Y	Y	
London-North-Eastern	1009	4	LN854	NOC	Altofts Jn – Sherburn Jn	23	57	13	20	Y	N	Y	Y	Y	Y	Y	
London-North-Eastern	1009	5	LN854	NOC	Sherburn Jn – Colton Jn	13	20	5	41	Y	N	Y	Y	Y	Y	Y	
London-North-Eastern	1009	6	LN854	ECM4	Colton Jn – Holgate Jn	182	79	188	07	Y	N	Y	Y	Y	Y	Y	
London-North-Eastern	1009	7	LN854	ECM4	Holgate Jn – York	188	07	188	40	"R1
R2
R3"	N	Y	Y	Y	Y	Y	"R1Prohibited York platforms 1 and 6 when laden
R25mph York platforms 1 and 6
R3Prohibited York platforms 1 and 6 with deflated
suspension"
London-North-Eastern	1009	8	LN854	ECM5	York – Skelton Jn	0	00	1	50	N	N	Y	Y	Y	Y	Y	
London-North-Eastern	1009	9	LN858	MRB	Milner Royd Jn – Mill Lane Jn	29	20	40	01	N	N	Y	R1	Y	Y	N	R15mph MRB/31 Shays overbridge 34m39ch Down line
London-North-Eastern	1009	10	LN859	GRD	Greetland Jn – Dryclough Jn	1	11	0	00	N	N	Y	Y	Y	Y	N	
London-North-Eastern	1009	11	LN860	MVL3	"Route Boundary (NW7021) (Stalybridge
Tunnel Jn) – Springwood Jn"	15	11	25	20	Y	N	N	Y	Y	Y	N	
London-North-Eastern	1009	12	LN860	MVL3	"Springwood Jn – Change of ELR (Heaton
Lodge Jn)"	25	20	29	00	R1	N	"R2
R3"	R3	Y	Y	N	"R1Prohibited Huddersfield platforms 5 and 6
R2Prohibited between Springwood and Huddersfield
R3Prohibited Huddersfield platform 5"
London-North-Eastern	1009	13	LN860	MVL4	"Change of ELR (Heaton Lodge Jn) –
Heaton Lodge Jn (Up line)"	29	00	29	45	Y	N	Y	Y	Y	Y	N	
London-North-Eastern	1009	14	LN860	MVL4	"Change of ELR (Heaton Lodge Jn) –
Heaton Lodge East Jn (Down Line)"	29	00	29	74	Y	N	Y	Y	Y	Y	N	
London-North-Eastern	1009	15	LN860	MVN2	"Heaton Lodge Jn – Heaton Lodge East
Jn"	37	18	37	47	Y	N	Y	Y	Y	Y	N	
