Route	page	seq	Line of route	ELR	ine of Route/Sector Description	M	Ch	M	Ch	313	314	315	317	318	319	321	322	325	333	Notes
London-North-Eastern	1031	1	LN844	JCA	Applehurst Jn – Joan Croft Jn	0	49	0	00	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	2	LN846	CJS	Carcroft Jn – Skellow Jn	160	08	160	59	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	3	LN848	HPC	Hare Park Jn – Crofton West Jn	171	70	173	22	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	4	LN850	WWK	"Wakefield Westgate South Jn –
Wakefield Kirkgate West Jn"	0	00	0	26	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	5	LN852	LBE1	"Holbeck Jn – Site of former
Laisterdyke East Jn"	0	02	6	49	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	6	LN852	LBE2	"Site of former Laisterdyke East Jn –
Site of former Laisterdyke West Jn"	190	24	190	60	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	7	LN852	LBE3	"Site of former Laisterdyke West Jn –
Site of former Hammerton Street Jn"	190	60	191	30	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	8	LN852	LBE4	"Site of former Hammerton Street Jn –
Mill Lane Jn"	191	30	191	75	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	9	LN852	MRB	Mill Lane Jn – Bradford Interchange	40	01	40	27	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	10	LN854	MVN2	"Route Boundary (NW7001) (Hall Royd
Jn) – Turners Lane Jn"	22	62	48	33	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	11	LN854	MVN2	"Turners Lane Jn – Site of former
Goose Hill Jn"	48	33	50	31	EH	EH	EH	EH	EH	N	EH	EH	H	N	
London-North-Eastern	1031	12	LN854	TJC3	"Site of former Goose Hill Jn – Altofts
Jn"	184	56	186	00	EH	EH	EH	EH	EH	N	EH	EH	H	N	
London-North-Eastern	1031	13	LN854	NOC	Altofts Jn – Sherburn Jn	23	57	13	20	EH	EH	EH	EH	EH	N	EH	EH	H	N	
London-North-Eastern	1031	14	LN854	NOC	herburn Jn – Colton Jn	13	20	5	41	EH	EH	EH	EH	EH	N	EH	EH	H	N	
London-North-Eastern	1031	15	LN854	ECM4	olton Jn – Holgate Jn	182	79	188	07	Y	Y	Y	Y	Y	N	Y	Y	Y	N	
London-North-Eastern	1031	16	LN854	ECM4	olgate Jn – York	188	07	188	40	Y	Y	Y	Y	Y	N	Y	Y	Y	N	
London-North-Eastern	1031	17	LN854	ECM5	ork – Skelton Jn	0	00	1	50	Y	Y	Y	Y	Y	N	Y	Y	Y	N	
London-North-Eastern	1031	18	LN858	MRB	Milner Royd Jn – Mill Lane Jn	29	20	40	01	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	19	LN859	GRD	reetland Jn – Dryclough Jn	1	11	0	00	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	20	LN860	MVL3	"Route Boundary (NW7021)
(Stalybridge Tunnel Jn) – Springwood
Jn"	15	11	25	20	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	21	LN860	MVL3	"Springwood Jn – Change of ELR
(Heaton Lodge Jn)"	25	20	29	00	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	22	LN860	MVL4	"Change of ELR (Heaton Lodge Jn) –
Heaton Lodge Jn (Up line)"	29	00	29	45	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	23	LN860	MVL4	"Change of ELR (Heaton Lodge Jn) –
Heaton Lodge East Jn (Down Line)"	29	00	29	74	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1031	24	LN860	MVN2	"Heaton Lodge Jn – Heaton Lodge East
Jn"	37	18	37	47	N	N	N	N	N	N	N	N	H	N	
