Route	page	seq	Line of route	Line of Route/Sector Description	Gauge	Notes							
Kent-Sussex-Wessex	1053	1			W6a	W7	W8	W9	W9Plus	W10	W10A	W12	
Kent-Sussex-Wessex	1053	2	SW255	Virginia Water – Byfleet Jn	Y *	R1	S1	N	N	N	N	N	"1W7,  10 mph Down Line Br. VWW-9
[21m 27ch]
1The following combinations are
permitted, up to:
2896 (h) x 2500 (w) box on FAA  FLA
wagons
2590 (h) x 2500 (w) box on FCA
wagons
2667 (h) x 2500 (w) box on FKA  FIA
wagons
2625 (h) x 2550 (w) box on FEA
FSA/FTA wagons
2615 (h) x 2550 (w) box on KFA
wagons
10 mph,  Down Line Br. VWW-9
[21m 27ch]"
Kent-Sussex-Wessex	1053	3	SW255	"Weybridge Bay Platform – Addlestone
Jn"	Y	Y	N	N	N	N	N	N	
Kent-Sussex-Wessex	1053	4	SW260	Ascot – Ash Vale Jn	Y *	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1053	5	SW265	Guildford North Jn – Wokingham Jn	Y	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	1053	6	SW265	"Aldershot South Jn – Aldershot North
Jn"	Y	N	N	N	N	N	N	N	
