Route	page	seq	Line of Route	Line of Route/Sector Description	Gauge	Notes							
London-North-Eastern	1157	1			W6	W7	W8	W9	W9Plus	W10	W10A	W12	
London-North-Eastern	1157	2	LN101	"Holloway South / North Jns – Wood
Green North Jn"	Y *	Y	Y	Y	"R1
R2
R3
R4
R5
R6
R7
R8
R9
R10
R11"	"R1
R2
R3
R4
R5
R6
R7
R8
R9
R10
R11"	"R1
R2
R3
R4
R5
R6
R7
R8
R9
R10
R11"	"R1
R2
R3
R4
R5
R6
R7
R8
R9
R10
R11"	"R1PROHIBITED on the Up Fast
between Holloway South Jn and
Wood Green South Jn
R2PROHIBITED on the Down Fast
between Holloway South Jn and
Wood Green South Jn
R3PROHIBITED across Ferme Park
Flyover
R4PROHIBITED from Ferme Park
sidings
R5PROHIBITED from Horsey Depot and
sidings
R6PROHIBITED from Bounds Green
Depot
R7PROHIBITED from the Down Washer
Carriage between Ferme Park and
Wood Green South Jn
R8PROHIBITED between Holloway Jn
North and Finsbury Park (North) Jn on
the Down Slow
R9PROHIBITED between Holloway Jn
South and Wood Green South Jn on
the Up Fast
R10 PROHIBITED between Holloway Jn
South and Wood Green South Jn on
the Down Fast
R11 PROHIBITED between Harringay
station and Wood Green South Jn on
the Down Slow No 1"
London-North-Eastern	1157	3	LN101	Wood Green North Jn – Langley Jn	Y *	Y	Y	N	N	N	N	N	
London-North-Eastern	1157	4	LN101	Langley Jn – Peterborough	Y	Y	Y	Y	R1	R1	Y	Y	"R1PROHIBITED from Huntingdon Up
bay platform 1"
