Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	166	170	171	172	180	220	221	Notes
Kent-Sussex-Wessex	0986	1	SW105	BML2	Worgret Jn – Dorchester Jn	121	77	136	15	N	"E
R1"	N	N	N	Y	Y	"R1Prohibited with footsteps fitted and
deflated suspension"
Kent-Sussex-Wessex	0986	2	SW105	BML3	Dorchester Jn – Weymouth	162	14	168	63	N	"E
R1"	N	N	N	Y	Y	"R1Prohibited with footsteps fitted and
deflated suspension"
Kent-Sussex-Wessex	0986	3	SW110	WPH1	Woking Jn – Guilford	24	62	30	27	"R1
R2"	N	N	N	N	Y	Y	"R110mph through Worplesdon
R2Prohibited Guildford platform 1"
Kent-Sussex-Wessex	0986	4	SW110	WPH1	Guilford – Shalford Jn	30	27	31	42	Y	N	N	N	N	Y	Y	
Kent-Sussex-Wessex	0986	5	SW110	WPH1	Shalford Jn – Haslemere	31	42	42	79	N	N	N	N	N	Y	Y	
Kent-Sussex-Wessex	0986	6	SW110	WPH1	Haslemere – Havant Jn	42	79	66	17	N	N	N	N	N	Y	Y	
Kent-Sussex-Wessex	0986	7	SW110	TBH2	"Route Boundary (Sussex SO250)
(Barnham) – Havant Jn [Duplicated on
SO520]"	35	35	37	25	N	Y	Y	N	N	N	N	
Kent-Sussex-Wessex	0986	8	SW110	WPH2	"Havant Jn – Farlington Jn [Duplicated
on SO520]"	37	24	40	33	N	Y	Y	N	N	Y	Y	
Kent-Sussex-Wessex	0986	9	SW110	WPH2	"Farlington Jn – Portcreek Jn
[Duplicated on SO520]"	40	33	41	03	N	Y	Y	N	N	Y	Y	
Kent-Sussex-Wessex	0986	10	SW110	WPH2	"Portcreek Jn – Blackfriars Jn
[Duplicated on SO520]"	41	03	44	50	N	Y	Y	N	N	Y	Y	
Kent-Sussex-Wessex	0986	11	SW110	PAS	"Blackfriars Jn – Portsmouth and
Southsea Low Level [Duplicated on
SO520]"	44	26	44	50	N	Y	Y	N	N	Y	Y	
Kent-Sussex-Wessex	0986	12	SW110	WPH2	"Blackfriars Jn – Portsmouth and
Southsea High Level [Duplicated on
SO520]"	44	26	44	50	N	Y	Y	N	N	Y	Y	
Kent-Sussex-Wessex	0986	13	SW110	WPH2	"Portsmouth and Southsea High Level
– Portsmouth Harbour
*  platforms 4 and 5 RA7
*  platforms 1 and 3 RA4
[Duplicated on SO520]"	44	50	45	36	N	Y	Y	N	N	Y	Y	
Kent-Sussex-Wessex	0986	14	SW115	BAE1	"Worting Jn – Connection to
Ludgershall Branch line"	51	15	66	27	N	Y	N	N	N	Y	Y	
Kent-Sussex-Wessex	0986	15	SW115	LUD1	"Connection to main Up line (BAE1) –
Red Post Jn"	66	27	67	61	N	N	N	N	N	N	N	
Kent-Sussex-Wessex	0986	16	SW115	LUD2	Red Post Jn – Ludgershall	0	00	5	64	N	N	N	N	N	N	N	
