Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	142	143	144	150	153	155	156	158	159	Notes
London-North-Eastern	0993	1	LN898	HUL3	Gascoigne Wood Jn – Selby West Jn	6	27	0	36	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	2	LN898	HUL3	Selby West Jn – Selby South Jn	0	36	0	00	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	3	LN898	HUL2	Selby South Jn – Site of Former Barlby Jn	31	12	30	40	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	4	LN898	HUL1	Site of Former Barlby Jn – Anlaby Road Jn	30	40	0	73	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	5	LN898	HUL1	Anlaby Road Jn – Hull	0	73	0	00	R1	R1	R1	R1	"R1
R2"	"R1
R2"	R1	"R1
R3"	"R1
R3"	"R1Prohibited Hull platform 1
R2Prohibited Hull platforms 2 and 6
with deflated suspension
R3Prohibited Hull Siding A with
deflated suspension"
London-North-Eastern	0993	6	LN900	HUE	Neville Hill West Jn – Hunslet East	0	00	0	55	N	N	N	N	N	N	N	N	N	
London-North-Eastern	0993	7	LN902	CFM	Micklefield Jn – Church Fenton North Jn	15	62	10	31	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	8	LN904	HSC	Hambleton South Jn – Hambleton West Jn	174	10	175	33	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	9	LN906	HNC	Hambleton East Jn –   Hambleton North Jn	3	34	4	00	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	10	LN908	SEC	Selby West Jn – Canal Jn	0	00	0	32	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	11	LN910	TCW1	Temple Hirst Jn – Selby Canal Jn	169	16	173	59	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	12	LN910	TCW1	Selby Canal Jn – Selby South Jn	173	59	174	11	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	13	LN912	TJG1	Thorne Jn – Thorne North Change of ELR	7	69	9	09	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	14	LN912	TJG2	Thorne North Change of ELR – Gilberdyke Jn	14	06	0	00	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	15	LN914	HBS	West Parade Jn – West Parade North Jn	0	25	0	72	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	16	LN914	HBS	West Parade North Jn – Walton Street Jn	0	72	1	29	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	17	LN914	HBS	Walton Street Jn – Seamer West Jn	1	29	50	43	"R1
R3"	"R1
R3"	"R1
R3"	"R1
R3"	"R2
R3"	"R2
R3"	"R1
R3"	"R1
R3"	"R1
R3"	"R1Prohibited Bridlington platform 7
when laden
R2Prohibited Bridlington platform 6
with deflated suspension
Prohibited Bridlington platform 7
when laden and with deflated
suspension
R3Prohibited Bridlington platform 8"
London-North-Eastern	0993	18	LN916	HJS	Hessle Road – Springbank North Jn	0	00	1	38	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	19	LN916	HJS	Springbank North Jn – Network Rail Boundary	1	38	5	62	N	N	N	N	N	N	N	N	N	
London-North-Eastern	0993	20	LN918	SPW	Springbank North Jn – Walton Street Jn	1	54	1	29	N	N	N	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	21	LN920	AWP	Anlaby Road Jn –  West Parade North Jn	0	00	0	24	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Eastern	0993	22	LN922	TJC3	Whitehall West Jn – Skipton	195	57	221	01	Y	Y	Y	Y	Y	Y	Y	Y	Y	
