Route	page	seq	Line of route	ELR	ine of Route/Sector Description	M	Ch	M	Ch	MK1	MK2	MK3	MK3 (MOD)	MK3 DVT	MK3 DVT (MOD)	MK4	Notes
London-North-Eastern	1056	1	LN101	ECM1	ings Cross – Copenhagen Jn	0	00	0	64	Y	Y	Y	N	N	N	Y	
London-North-Eastern	1056	2	LN101	ECM1	"openhagen Jn – Holloway South /
orth Jns"	0	64	1	44	Y	Y	Y	"EH
R1"	N	Y	Y	R1Prohibited with footsteps fitted
London-North-Eastern	1056	3	LN101	ECM1	"olloway South / North Jns –  Wood
reen North Jn"	1	44	5	07	Y	Y	Y	"EH
R1"	N	Y	Y	R1Prohibited with footsteps fitted
London-North-Eastern	1056	4	LN101	ECM1	ood Green North Jn –  Langley Jn	5	07	25	73	Y	Y	Y	"EH
R1"	N	Y	Y	R1Prohibited with footsteps fitted
London-North-Eastern	1056	5	LN101	ECM1	angley Jn – St Neots	25	73	51	58	Y	Y	Y	"EH
R1"	N	Y	Y	R1Prohibited with footsteps fitted
London-North-Eastern	1056	6	LN101	ECM1	t Neots – Fletton Jn	51	58	75	02	Y	Y	Y	"EH
R1"	N	Y	Y	R1Prohibited with footsteps fitted
London-North-Eastern	1056	7	LN101	ECM1	letton Jn – Peterborough	75	02	76	29	Y	Y	Y	"EH
R1"	N	Y	Y	R1Prohibited with footsteps fitted
London-North-Eastern	1056	8	LN101	ECM1	eterborough – Newark North Gate	76	29	120	08	Y	Y	Y	"EH
R1"	N	Y	Y	R1Prohibited with footsteps fitted
London-North-Eastern	1056	9	LN101	PMJ	"eterborough – Helpston Jn via
tamford lines"	22	19	16	71	Y	Y	Y	N	N	Y	Y	
London-North-Eastern	1056	10	LN101	ECM1	ewark North Gate – Retford	120	08	138	49	Y	Y	Y	"EH
R1"	N	Y	Y	R1Prohibited with footsteps fitted
London-North-Eastern	1056	11	LN101	ECM1	etford – Loversall Carr Jn	138	49	150	00	Y	Y	Y	"EH
R1"	N	Y	Y	R1Prohibited with footsteps fitted
London-North-Eastern	1056	12	LN101	ECM1	oversall Carr Jn – Marshgate Jn	152	00	156	26	Y	Y	Y	"EH
R1
R2"	N	R1	Y	"R1Prohibited between Doncaster and
Marshgate Jn
R2Prohibited with footsteps fitted"
London-North-Eastern	1056	13	LN101	ECM1	arshgate Jn – Shaftholme Jn	156	26	160	16	Y	Y	Y	N	N	N	Y	
