Route	page	seq	Line of route	ELR	ine of Route/Sector Description	M	Ch	M	Ch	MK1	MK2	MK3	MK3 (MOD)	MK3 DVT	MK3 DVT (MOD)	MK4	Notes
London-North-Eastern	1071	1	LN3140	BBM	"Route Boundary (MD140) (Bedford St.
ohns) – Bedford Station Jn"	16	07	16	50	Y	Y	Y	N	N	N	N	
London-North-Eastern	1071	2	LN3140	SPC1	"Bedford Station Jn – Bedford Station
Via Up and Down Bletchley line)"	49	60	49	65	Y	Y	Y	N	N	N	N	
London-North-Eastern	1071	3	LN3201	SPC1	"St. Pancras platforms 1, 2, 3 and 4 -
ricklewood"	0	12	5	09	Y	Y	Y	N	N	N	N	
London-North-Eastern	1071	4	LN3201	SPC1	ricklewood – Change of ELR (Bedford)	5	09	50	00	Y	Y	Y	N	N	N	N	
London-North-Eastern	1071	5	LN3201	SPC2	"hange of ELR (Bedford) – Change of
LR (Wellingborough)"	50	00	64	78	Y	Y	Y	N	N	N	N	
London-North-Eastern	1071	6	LN3201	SPC3	"hange of ELR (Wellingborough) –
hange of ELR (Wigston South Jn)"	64	78	95	38	Y	Y	Y	N	N	N	N	
London-North-Eastern	1071	7	LN3201	SPC4	"hange of ELR (Wigston South Jn) –
hange of ELR (Leicester)"	95	38	98	73	Y	Y	Y	N	N	N	N	
London-North-Eastern	1071	8	LN3201	SPC5	hange of ELR (Leicester) – Leicester	98	73	99	07	Y	Y	Y	N	N	N	N	
London-North-Eastern	1071	9	LN3201	SPC5	eicester – Ratcliffe Jn	99	07	118	34	Y	Y	Y	"EH
R1
R2"	N	Y	N	"R1Prohibited between Leicester and
Loughborough
R2Prohibited with footsteps fitted"
London-North-Eastern	1071	10	LN3201	SPC5	Ratcliffe Jn – Change of ELR (Ratcliffe)	118	34	118	60	Y	Y	Y	"EH
R1"	N	Y	N	R1Prohibited with footsteps fitted
