Route	page	seq	Line of route	ELR	ine of Route/Sector Description	M	Ch	M	Ch	MK1	MK2	MK3	MK3 (MOD)	MK3 DVT	MK3 DVT (MOD)	MK4	Notes
London-North-Eastern	1069	1	LN896	DRA1	"Drax Branch Jn – Drax Power Station
(NR Boundary)"	0	00	4	16	N	N	N	N	N	N	N	
London-North-Eastern	1069	2	LN898	HUL4	Neville Hill East Jn – Micklefield Jn	18	25	10	63	Y	Y	Y	N	N	N	Y	
London-North-Eastern	1069	3	LN898	HUL4	"Micklefield Jn – Micklefield Change of
ELR"	10	63	10	60	Y	Y	Y	N	N	N	Y	
London-North-Eastern	1069	4	LN898	HUL3	"Micklefield Change of ELR – Gascoigne
Wood Jn"	10	60	6	27	Y	Y	Y	N	N	N	Y	
London-North-Eastern	1069	5	LN898	HUL3	Gascoigne Wood Jn – Selby West Jn	6	27	0	36	Y	Y	Y	N	N	N	Y	
London-North-Eastern	1069	6	LN898	HUL3	Selby West Jn – Selby South Jn	0	36	0	00	Y	Y	Y	N	N	N	N	
London-North-Eastern	1069	7	LN898	HUL2	"Selby South Jn – Site of Former Barlby
Jn"	31	12	30	40	Y	Y	Y	N	N	N	N	
London-North-Eastern	1069	8	LN898	HUL1	"Site of Former Barlby Jn – Anlaby Road
Jn"	30	40	0	73	Y	Y	Y	N	N	N	N	
London-North-Eastern	1069	9	LN898	HUL1	Anlaby Road Jn – Hull	0	73	0	00	Y	Y	Y	N	N	N	N	
London-North-Eastern	1069	10	LN900	HUE	Neville Hill West Jn – Hunslet East	0	00	0	55	N	N	N	N	N	N	N	
London-North-Eastern	1069	11	LN902	CFM	Micklefield Jn – Church Fenton North Jn	15	62	10	31	Y	Y	Y	N	N	N	Y	
London-North-Eastern	1069	12	LN904	HSC	"Hambleton South Jn – Hambleton West
Jn"	174	10	175	33	Y	Y	Y	N	N	N	Y	
London-North-Eastern	1069	13	LN906	HNC	"Hambleton East Jn –   Hambleton North
Jn"	3	34	4	00	Y	Y	Y	N	N	N	Y	
London-North-Eastern	1069	14	LN908	SEC	Selby West Jn – Canal Jn	0	00	0	32	Y	Y	Y	N	N	N	Y	
London-North-Eastern	1069	15	LN910	TCW1	Temple Hirst Jn – Selby Canal Jn	169	16	173	59	Y	Y	Y	N	N	N	Y	
London-North-Eastern	1069	16	LN910	TCW1	Selby Canal Jn – Selby South Jn	173	59	174	11	Y	Y	Y	N	N	N	Y	
London-North-Eastern	1069	17	LN912	TJG1	"Thorne Jn – Thorne North Change of
ELR"	7	69	9	09	Y	Y	Y	N	N	N	N	
London-North-Eastern	1069	18	LN912	TJG2	"Thorne North Change of ELR –
Gilberdyke Jn"	14	06	0	00	Y	Y	Y	N	N	N	N	
London-North-Eastern	1069	19	LN914	HBS	West Parade Jn – West Parade North Jn	0	25	0	72	Y	Y	Y	N	N	N	N	
London-North-Eastern	1069	20	LN914	HBS	"West Parade North Jn – Walton Street
Jn"	0	72	1	29	Y	Y	Y	N	N	N	N	
London-North-Eastern	1069	21	LN914	HBS	Walton Street Jn – Seamer West Jn	1	29	50	43	Y	Y	Y	N	N	N	N	
London-North-Eastern	1069	22	LN916	HJS	Hessle Road – Springbank North Jn	0	00	1	38	Y	Y	Y	N	N	N	N	
London-North-Eastern	1069	23	LN916	HJS	"Springbank North Jn – Network Rail
Boundary"	1	38	5	62	N	N	N	N	N	N	N	
London-North-Eastern	1069	24	LN918	SPW	Springbank North Jn – Walton Street Jn	1	54	1	29	Y	Y	Y	N	N	N	N	
London-North-Eastern	1069	25	LN920	AWP	Anlaby Road Jn –  West Parade North Jn	0	00	0	24	Y	Y	Y	N	N	N	N	
