Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	168	170	172	180	220	221	222	Notes
London-North-Eastern	1018	1	LN3201	SPC9	"Former Clay Cross South Jn – Route
Boundary (LN804 / LN806) (Tapton Jn)"	142	10	146	64	N	Y	N	E	Y	Y	Y	
London-North-Eastern	1018	2	LN3204	TSN1	Trent South Jn – Mansfield Jn	119	17	125	64	N	Y	N	N	Y	Y	Y	
London-North-Eastern	1018	3	LN3204	TSN2	Mansfield Jn – Nottingham East Jn	124	22	123	27	N	Y	N	N	Y	Y	R1	"R1Between Nottingham and Nottingham East
Jn, when accelerating from a stand at any
red signal a maximum of 50% power shall be
applied until the next proceed aspect is
observed"
London-North-Eastern	1018	4	LN3207	TCC	"Trent East Jn – Change of ELR (between
Morton Jn and Clay Cross North Jn)"	119	70	142	10	N	Y	N	N	Y	Y	Y	
London-North-Eastern	1018	5	LN3207	SPC9	"Change of ELR (between Morton Jn and
Clay Cross North Jn) – Clay Cross North
Jn"	142	10	143	12	N	Y	N	N	Y	Y	Y	
London-North-Eastern	1018	6	LN3210	JRT2	"Route Boundary (EA1370) (Junction
Road Jn) – Change of ELR (Between
Tottenham North Curve No 2 and No 1
Tunnels)"	2	38	2	00	N	N	E	N	N	N	N	
London-North-Eastern	1018	7	LN3210	JRT1	"Change of ELR (Between Tottenham
North Curve No 2 and No 1 Tunnels) –
Carlton Road Jn (Tottenham Lines)"	0	18	0	03	N	N	E	N	N	N	N	
London-North-Eastern	1018	8	LN3213	MCL	"Route Boundary (SO280) (former
Farringdon Jn) – Kentish Town Jn"	0	66	3	58	N	N	N	N	N	N	N	
London-North-Eastern	1018	9	LN3214	CBI	Canal Tunnel Jn – Belle Isle Jn	0	00	0	53	N	N	N	N	N	N	N	
London-North-Eastern	1018	10	LN3219	CAW	"Cricklewood Curve Jn – Route Boundary
(LOR EA1360) (Dudding Hill)"	5	19	5	72	N	Y	E	N	N	N	Y	
London-North-Eastern	1018	11	LN3222	BDH	"Brent Curve Jn – Route Boundary
(EA1360) (Dudding Hill)"	0	00	0	54	E	Y	E	N	N	N	Y	
London-North-Eastern	1018	12	LN3228	TCC	Trent East Jn – Trent East ELR Change	119	70	119	56	N	Y	N	N	Y	Y	Y	
London-North-Eastern	1018	13	LN3228	TES	"Trent East ELR Change – Sheet Stores
Jn"	0	00	0	30	N	Y	N	N	Y	Y	Y	
London-North-Eastern	1018	14	LN3231	WGP	Wigston South Jn – Glen Parva Jn	95	37	96	07	N	Y	N	N	N	N	N	
London-North-Eastern	1018	15	LN3232	WNS	"Wigston North Jn – Route Boundary
(MD232) (Nuneaton South Jn)"	15	31	2	62	N	Y	N	N	Y	Y	N	
London-North-Eastern	1018	16	LN3234	SEN	Syston East Jn – Syston North Jn	0	17	0	00	N	Y	N	N	Y	Y	Y	
London-North-Eastern	1018	17	LN3237	RUD	"Loughborough South Jn – Network
Rail/GCR (N) Boundary"	92	45	92	49	N	N	N	N	N	N	N	
London-North-Eastern	1018	18	LN3240	LED	Little Eaton Jn – Denby	131	06	135	46	N	N	N	N	N	N	N	"Line out of use
NC/G1/2010/LNE/021"
