Route	page	seq	Line of route	Line of Route/Sector Description	Gauge	Notes							
Western-and-Wales	0787	1			W6a	W7	W8	W9	W9Plus	W10	W10A	W12	
Western-and-Wales	0787	2	GW103	"Reading New Jn – Didcot, Chester
Line Jn"	Y *	Y	Y	R1	R1	Y	R1	R1	"R1Prohibited Didcot East Jn to
Didcot Chester Line Jn"
Western-and-Wales	0787	3	GW103	Didcot, Chester Line Jn – Uffington	Y	Y	S1	N	N	N	N	N	"S1The following combinations are
permitted, up to:
2591(h) x 2438(w) on IFA  FRA
wagons
2591(h) x 2500(w) on FCA/FYA
wagons
2616(h) x 2550(w) on KFA
wagons
2667(h) x 2550(w) on FIA wagons
2629(h) x 2550(w) on FEA
FSA/FTA  wagons
2705(h) x 2550(w) on FKA
wagons
2896(h) x 2500(w) on FAA  FLA
IDA wagons"
Western-and-Wales	0787	4	GW103	"Reading Southern Jn – Reading East
Main Jn (RLL)"	Y	Y	Y	Y	Y	Y	Y	Y	
Western-and-Wales	0787	5	GW105	Uffington – Thingley Jn	Y *	Y	S1	N	N	N	N	N	"S1The following combinations are
permitted, up to:
2591(h) x 2438(w) on IFA  FRA
wagons
2591(h) x 2500(w) on FCA/FYA
wagons
2616(h) x 2550(w) on KFA
wagons
2667(h) x 2550(w) on FIA wagons
2629(h) x 2550(w) on FEA
FSA/FTA  wagons
2705(h) x 2550(w) on FKA
wagons
2896(h) x 2500(w) on FAA  FLA
IDA wagons"
