Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	314	318	320	322	325	334	350	380	390	Notes
Scotland	0987	1	SC049	TSS	Muirhouse Central Jn – Terminus Jn	0	04	0	40	Y	Y	Y	Y	H	Y	E	Y	N	
Scotland	0987	2	SC051	CTC	"Muirhouse Central Jn – Cathcart North
Jn (via Cathcart)"	5	19	1	63	Y	Y	Y	Y	H	Y	Y	Y	N	
Scotland	0987	3	SC051	CTC	"Cathcart North Jn – Muirhouse North
Jn (via Crosshill)"	1	63	0	00	Y	Y	Y	Y	H	Y	Y	Y	Y	
Scotland	0987	4	SC053	NNH	Neilston – Cathcart West Jn	108	45	100	77	Y	Y	Y	Y	H	Y	N	Y	N	
Scotland	0987	5	SC055	WCM2	"Newton, Hamilton Jn – Newton Kirkhill
Jn"	95	53	95	77	Y	Y	Y	Y	H	Y	Y	Y	Y	
Scotland	0987	6	SC055	KHL	Newton Kirkhill Jn – Cathcart West Jn	95	77	100	77	Y	Y	Y	Y	H	Y	Y	Y	R1	"R1Prohibited between Cathcart East and
Cathcart West Jn"
Scotland	0987	7	SC057	CNC	Cathcart East Jn – Cathcart North Jn	0	45	0	00	Y	Y	Y	Y	H	Y	Y	Y	Y	
Scotland	0987	8	SC059	WCM2	Glasgow Central – Bridge St Jn	102	27	101	53	Y	Y	Y	Y	Y	Y	Y	Y	R1	"R1Prohibited Glasgow Central platforms 3,
4, 5, 6, 7, 8, 12, 13 and 14"
Scotland	0987	9	SC059	AYR1	Bridge St Jn – Cook St	0	00	0	19	Y	Y	Y	Y	Y	Y	E	Y	Y	
Scotland	0987	10	SC059	LYE	"Cook St – High St Line (Smithy Lye
through line)"	0	00	0	44	N	N	N	N	N	N	E	Y	E	
Scotland	0987	11	SC059	AYR1	Cook St – Shields Jn	0	19	1	00	Y	Y	Y	Y	Y	Y	E	Y	Y	
Scotland	0987	12	SC059	AYR1	"Shields Jn – Change of ELR (Paisley
Gilmour Street)"	1	00	6	53	Y	Y	Y	Y	H	Y	N	Y	N	
Scotland	0987	13	SC059	AYR2	"Change of ELR (Paisley Gilmour
Street) – Change of ELR (Brown Street
crossover)"	6	73	7	00	Y	Y	Y	Y	H	Y	N	Y	N	
Scotland	0987	14	SC059	AYR3	"Change of ELR (Brown Street
crossover) – Change of ELR (Dalry)"	7	00	23	00	Y	Y	Y	Y	H	Y	N	Y	N	
Scotland	0987	15	SC059	AYR4	"Change of ELR (Dalry) – Change of
ELR (Barassie Jn)"	23	00	33	08	Y	Y	Y	Y	H	Y	N	Y	N	
Scotland	0987	16	SC059	AYR5	"Change of ELR (Barassie Jn) –
Change of ELR (Between Troon and
Prestwick International Airport)"	0	00	2	15	Y	Y	Y	Y	H	Y	N	Y	N	
Scotland	0987	17	SC059	AYR6	"Change of ELR (Between Troon and
Prestwick International Airport) –
Falkland Jn"	35	05	38	73	Y	Y	Y	Y	H	Y	N	Y	N	
Scotland	0987	18	SC059	AYR6	Falkland Jn – Ayr	38	73	40	49	Y	Y	Y	Y	H	Y	N	Y	N	
