Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	314	318	320	322	325	334	350	380	390	Notes
Scotland	0984	1	SC001	WCM1	"Route Boundary (NW4001) (Gretna Jn)
– Lockerbie"	12	30	25	66	Y	Y	R1	Y	Y	N	Y	EH	"T
R2"	"R1Prohibited Class 320/4
R2Tilt permitted Up and Down Fast lines only"
Scotland	0984	2	SC001	WCM1	Lockerbie – Law Jn	25	66	84	08	Y	Y	R1	Y	Y	R2	Y	R3	"T
R4"	"R1320/4 prohibited between Lockerbie and
Carstairs South Jn
R2Prohibited between Lockerbie and Carstairs
South Jn
R3ECS between Lockerbie and Carstairs South
Jn
R4Tilt permitted Up and Down Fast lines only"
Scotland	0984	3	SC001	WCM2	"Law Jn – Junction with Coatbridge
lines (Lesmahagow Jn)"	84	08	89	51	Y	Y	Y	Y	Y	Y	Y	Y	"T
R1"	R1Tilt permitted Up and Down Fast lines only
Scotland	0984	4	SC001	WCM2	"Junction with Coatbridge lines
(Lesmahagow Jn) – Newton East Jn"	89	51	95	14	Y	Y	Y	Y	Y	Y	Y	Y	"T
R1"	R1Tilt permitted Up and Down Fast lines only
Scotland	0984	5	SC001	WCM2	"Newton East Jn – Newton Hamilton Jn
(SC0023) via South Connecting Line"	95	14	95	47	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	0984	6	SC001	WCM2	"Newton Kirkhill Jn (SC0023) – Newton
West Jn via North Connecting Line"	95	77	96	34	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	0984	7	SC001	WCM2	Newton East Jn – Newton West Jn	95	14	96	34	Y	Y	Y	Y	Y	Y	Y	Y	"T
R1"	R1Tilt permitted Up and Down Fast lines only
Scotland	0984	8	SC001	WCM2	Newton West Jn – Rutherglen East Jn	96	34	98	32	Y	Y	Y	Y	Y	Y	Y	Y	"T
R1"	R1Tilt permitted Up and Down Fast lines only
Scotland	0984	9	SC001	WCM2	Rutherglen East Jn – Larkfield Jn	98	32	100	65	Y	Y	Y	Y	Y	Y	Y	Y	"T
R1"	R1Tilt permitted Up and Down Fast lines only
Scotland	0984	10	SC001	WCM2	Larkfield Jn – Eglinton St Jn	100	65	101	39	Y	Y	Y	Y	Y	Y	Y	Y	"T
R1"	R1Tilt permitted Up and Down Fast lines only
Scotland	0984	11	SC001	WCM2	Eglinton St Jn – Bridge St Jn	101	39	101	53	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	0984	12	SC001	WCM2	Bridge St Jn – Glasgow Central	101	53	102	27	Y	Y	Y	Y	Y	Y	Y	Y	R1	"R1Prohibited Glasgow Central platforms 3, 4, 5,
6, 7, 8, 12, 13 and 14"
