Route	page	seq	Line of route	ELR	ine of Route/Sector escription	M	Ch	M	Ch	RA	08	09	20	31/1 31/6	31/4	33	37/0 37/3 37/4 37/6	37/5	37/7 37/9	Notes
London-North-Western-South	0511	1	MD801	WSJ2	"adeley Jn – Route Boundary (GW731)
Abbey Foregate )"	156	19	170	46	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0511	2	MD805	OXC	ushbury (Oxley) Jn – Stafford Road Jn	1	02	0	00	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0511	3	MD810	MJI1	"adeley Junction – Site of Former
ightmoor Jn"	156	19	160	29	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
London-North-Western-South	0511	4	MD810	MJI2	"ite of Former Lightmoor Jn – Ironbridge
ower Station (NR Boundary)"	156	19	160	29	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
