Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	313	314	315	317	318	319	321	322	325	333	Notes
London-North-Eastern	1025	1	LN632	DSN3	Redcar Change of Mileage – Saltburn	22	16	27	57	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1025	2	LN634	MBW1	Guisborough Jn – Battersby Jn	0	00	10	54	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1025	3	LN634	MBW2	"Battersby Jn (End of Line) – Grosmont
Jn"	11	61	29	66	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1025	4	LN634	MBW3	Grosmont Jn – Whitby	24	44	30	61	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1025	5	LN636	No ELR	Beam Mill Jn – Network Rail Boundary	18	03	18	67	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1025	6	LN638	WCI	Shell Jn –  Network Rail Boundary	0	00	1	03	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1025	7	LN642	SSK1	"Saltburn West Jn –  Network Rail
Boundary (Cleveland Potash)"	27	05	34	29	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1025	8	LN644	BOH	"Hartburn Jn – Bowesfield SB (Hartburn
Curve)"	0	00	0	44	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1025	9	LN646	STF	"Norton-on-Tees South –  Ferryhill
South Jn"	0	00	10	72	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1025	10	LN648	NWE	"Norton-on-Tees West –  Norton-on-
Tees East"	0	29	0	00	N	N	N	N	N	N	N	N	H	N	
London-North-Eastern	1025	11	LN652	POC1	Billingham Jn – Phillips Siding Jn	0	00	3	25	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1025	12	LN652	POC2	"Phillips Siding Jn – Seal Sands Branch
Jn"	3	25	5	01	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1025	13	LN652	SES	"Seal Sands Branch Jn – End of NR
maintenance"	0	00	2	44	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1025	14	LN656	SOT	Seaton Snook Jn – Seaton-on-Tees	0	00	1	51	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1025	15	LN662	HNB	Ryhope Grange – Hendon	0	00	1	53	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1025	16	LN664	BNW	Boldon East Jn – Boldon North Jn	0	00	0	20	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1025	17	LN666	BGE	Boldon West Jn – Boldon North Jn	0	00	0	32	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1025	18	LN666	GLT	oldon North Jn – Tyne Dock	0	32	1	26	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1025	19	LN670	JAW1	"Pelaw Jn – Network Rail Boundary
(Shell Mex Depot Jarrow)"	0	09	3	36	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1025	20	LN672	FEP	Wardley – Pelaw Jn	19	70	20	75	N	N	N	N	N	N	N	N	N	N	
London-North-Eastern	1025	21	LN674	HLK	"High Level Bridge Jn – Greensfield Jn
(West Curve)"	0	00	0	21	Y	Y	Y	Y	Y	N	Y	Y	H	N	
London-North-Eastern	1025	22	LN676	PLG1	"Park Lane Jn – Site of former High
Street Jn"	100	65	101	15	EH	EH	EH	EH	EH	N	EH	EH	H	N	
London-North-Eastern	1025	23	LN676	PLG2	"Site of former High Street Jn –
Greensfield Jn"	0	00	0	21	EH	EH	EH	EH	EH	N	EH	EH	H	N	
London-North-Eastern	1025	24	LN676	HLK	"Greensfield Jn – King Edward Bridge
South Jn"	0	16	0	48	Y	Y	Y	Y	Y	N	Y	Y	H	N	
London-North-Eastern	1025	25	LN678	DAE1	"Darlington North Jn – Site of former
Parkgate Jn"	44	36	44	64	N	N	N	N	N	N	N	N	H	N	
